,Relevance,Tags,Heading,Seg,Sentence
12,1,['estimated'], Cars and goats the Monty Hall dilemma,seg_7,"marilyn’s answer—one should switch—caused an avalanche of reactions, in total an estimated 10 000. some of these reactions were not so flattering (“you are the goat”), quite a lot were by professional mathematicians (“you blew it, and blew it big,” “you are utterly incorrect . . . . how many irate mathematicians are needed to change your mind?”). perhaps some of the reactions were so strong, because marilyn vos savant, the author of the column, is in the guinness book of records for having one of the highest iqs in the world."
13,0,[], Cars and goats the Monty Hall dilemma,seg_7,"the switching question was inspired by monty hall’s “let’s make a deal” game show, which ran with small interruptions for 23 years on various u.s. television networks."
14,1,"['simulation', 'case', 'probability']", Cars and goats the Monty Hall dilemma,seg_7,"although it is not explicitly stated in the question, the game show host will always open a door with a goat after you make your initial choice. many people would argue that in this situation it does not matter whether one would change or not: one door has a car behind it, the other a goat, so the odds to get the car are fifty-fifty. to see why they are wrong, consider the following argument. in the original situation two of the three doors have a goat behind them, so with probability 2/3 your initial choice was wrong, and with probability 1/3 it was right. now the host opens a door with a goat (note that he can always do this). in case your initial choice was wrong the host has only one option to show a door with a goat, and switching leads you to the door with the car. in case your initial choice was right the host has two goats to choose from, so switching will lead you to a goat. we see that switching is the best strategy, doubling our chances to win. to stress this argument, consider the following generalization of the problem: suppose there are 10 000 doors, behind one is a car and behind the rest, goats. after you make your choice, the host will open 9998 doors with goats, and offers you the option to switch. to change or not to change, that’s the question! still not convinced? use your internet browser to find one of the zillion sites where one can run a simulation of the monty hall problem (more about simulation in chapter 6)."
15,1,"['moment', 'law of total probability', 'variations', 'probability', 'total probability']", Cars and goats the Monty Hall dilemma,seg_7,"in fact, there are quite a lot of variations on the problem. for example, the situation that there are four doors: you select a door, the host always opens a door with a goat, and offers you to select another door. after you have made up your mind he opens a door with a goat, and again offers you to switch. after you have decided, he opens the door you selected. what is now the best strategy? in this situation switching only at the last possible moment yields a probability of 3/4 to bring the car home. using the law of total probability from section 3.3 you will find that this is indeed the best possible strategy."
16,1,['space shuttle challenger'], The space shuttle Challenger,seg_9,"on january 28, 1986, the space shuttle challenger exploded about one minute after it had taken off from the launch pad at kennedy space center in florida. the seven astronauts on board were killed and the spacecraft was destroyed. the cause of the disaster was explosion of the main fuel tank, caused by flames of hot gas erupting from one of the so-called solid rocket boosters."
17,1,[], The space shuttle Challenger,seg_9,"these solid rocket boosters had been cause for concern since the early years of the shuttle. they are manufactured in segments, which are joined at a later stage, resulting in a number of joints that are sealed to protect against leakage. this is done with so-called o-rings, which in turn are protected by a layer of putty. when the rocket motor ignites, high pressure and high temperature"
18,1,[], The space shuttle Challenger,seg_9,"build up within. in time these may burn away the putty and subsequently erode the o-rings, eventually causing hot flames to erupt on the outside. in a nutshell, this is what actually happened to the challenger."
19,1,"['predicted', 'set', 'limit']", The space shuttle Challenger,seg_9,"after the explosion, an investigative commission determined the causes of the disaster, and a report was issued with many findings and recommendations ([24]). on the evening of january 27, a decision to launch the next day had been made, notwithstanding the fact that an extremely low temperature of 31◦f had been predicted, well below the operating limit of 40◦f set by morton thiokol, the manufacturer of the solid rocket boosters. apparently, a “man- agement decision” was made to overrule the engineers’ recommendation not to launch. the inquiry faulted both nasa and morton thiokol management for giving in to the pressure to launch, ignoring warnings about problems with the seals."
20,1,"['failures', 'data', 'case']", The space shuttle Challenger,seg_9,"the challenger launch was the 24th of the space shuttle program, and we shall look at the data on the number of failed o-rings, available from previous launches (see [5] for more details). each rocket has three o-rings, and two rocket boosters are used per launch, so in total six o-rings are used each time. because low temperatures are known to adversely affect the o-rings, we also look at the corresponding launch temperature. in figure 1.3 the dots show the number of failed o-rings per mission (there are 23 dots—one time the boosters could not be recovered from the ocean; temperatures are rounded to the nearest degree fahrenheit; in case of two or more equal data points these are shifted slightly.). if you ignore the dots representing zero failures, which all occurred at high temperatures, a temperature effect is not apparent."
21,1,"['model', 'logistic', 'data', 'distribution', 'binomial', 'probability', 'dependence', 'binomial distribution', 'logistic model']", The space shuttle Challenger,seg_9,"in a model to describe these data, the probability p(t) that an individual o-ring fails should depend on the launch temperature t. per mission, the number of failed o-rings follows a so-called binomial distribution: six o-rings, and each may fail with probability p(t); more about this distribution and the circumstances under which it arises can be found in chapter 4. a logistic model was used in [5] to describe the dependence on t:"
22,1,"['estimated', 'method', 'failures', 'probabilities', 'method of maximum likelihood', 'results', 'likelihood', 'data', 'maximum likelihood', 'probability', 'function']", The space shuttle Challenger,seg_9,"a high value of a + b · t corresponds to a high value of p(t), a low value to low p(t). values of a and b were determined from the data, according to the following principle: choose a and b so that the probability that we get data as in figure 1.3 is as high as possible. this is an example of the use of the method of maximum likelihood, which we shall discuss in chapter 21. this results in a = 5.085 and b = −0.1156, which indeed leads to lower probabilities at higher temperatures, and to p(31) = 0.8178. we can also compute the (estimated) expected number of failures, 6 ·p(t), as a function of the launch temperature t; this is the plotted line in the figure."
23,1,"['estimated', 'probabilities', 'estimates', 'failure', 'events', 'probability']", The space shuttle Challenger,seg_9,"combining the estimates with estimated probabilities of other events that should happen for a complete failure of the field-joint, the estimated probability of such a failure is 0.023. with six field-joints, the probability of at least one complete failure is then 1 − (1 − 0.023)6 = 0.13!"
24,1,"['estimates', 'information']", Statistics versus intelligence agencies,seg_11,"during world war ii, information about germany’s war potential was essential to the allied forces in order to schedule the time of invasions and to carry out the allied strategic bombing program. methods for estimating german production used during the early phases of the war proved to be inadequate. in order to obtain more reliable estimates of german war production, experts from the economic warfare division of the american embassy and the british ministry of economic warfare started to analyze markings and serial numbers obtained from captured german equipment."
25,1,"['information', 'control', 'location']", Statistics versus intelligence agencies,seg_11,"each piece of enemy equipment was labeled with markings, which included all or some portion of the following information: (a) the name and location of the marker; (b) the date of manufacture; (c) a serial number; and (d) miscellaneous markings such as trademarks, mold numbers, casting numbers, etc. the purpose of these markings was to maintain an effective check on production standards and to perform spare parts control. however, these same markings offered allied intelligence a wealth of information about german industry."
26,0,[], Statistics versus intelligence agencies,seg_11,"the first products to be analyzed were tires taken from german aircraft shot over britain and from supply dumps of aircraft and motor vehicle tires captured in north africa. the marking on each tire contained the maker’s name,"
27,1,"['table', 'variations']", Statistics versus intelligence agencies,seg_11,"a serial number, and a two-letter code for the date of manufacture. the first step in analyzing the tire markings involved breaking the two-letter date code. it was conjectured that one letter represented the month and the other the year of manufacture, and that there should be 12 letter variations for the month code and 3 to 6 for the year code. this, indeed, turned out to be true. the following table presents examples of the 12 letter variations used by four different manufacturers."
28,1,"['method', 'estimate', 'estimation', 'average']", Statistics versus intelligence agencies,seg_11,"for instance, the dunlop code was dunlop arbeit spelled backwards. next, the year code was broken and the numbering system was solved so that for each manufacturer individually the serial numbers could be dated. moreover, for each month, the serial numbers could be recoded to numbers running from 1 to some unknown largest number n , and the observed (recoded) serial numbers could be seen as a subset of this. the objective was to estimate n for each month and each manufacturer separately by means of the observed (recoded) serial numbers. in chapter 20 we discuss two different methods of estimation, and we show that the method based on only the maximum observed (recoded) serial number is much better than the method based on the average observed (recoded) serial numbers."
29,1,"['sample', 'estimated', 'estimates', 'table', 'statistics', 'average']", Statistics versus intelligence agencies,seg_11,"with a sample of about 1400 tires from five producers, individual monthly output figures were obtained for almost all months over a period from 1939 to mid-1943. the following table compares the accuracy of estimates of the average monthly production of all manufacturers of the first quarter of 1943 with the statistics of the speer ministry that became available after the war. the accuracy of the estimates can be appreciated even more if we compare them with the figures obtained by allied intelligence agencies. they estimated, using other methods, the production between 900 000 and 1 200 000 per month!"
30,1,['estimated'], Statistics versus intelligence agencies,seg_11,type of tire estimated production actual production
31,1,"['experimental', 'interval', 'observations', 'measurements', 'experiments', 'statistical']", The speed of light,seg_13,"in 1983 the definition of the meter (the si unit of one meter) was changed to: the meter is the length of the path traveled by light in vacuum during a time interval of 1/299 792 458 of a second. this implicitly defines the speed of light as 299 792 458 meters per second. it was done because one thought that the speed of light was so accurately known that it made more sense to define the meter in terms of the speed of light rather than vice versa, a remarkable end to a long story of scientific discovery. for a long time most scientists believed that the speed of light was infinite. early experiments devised to demonstrate the finiteness of the speed of light failed because the speed is so extraordinarily high. in the 18th century this debate was settled, and work started on determination of the speed, using astronomical observations, but a century later scientists turned to earth-based experiments. albert michelson refined experimental arrangements from two previous experiments and conducted a series of measurements in june and early july of 1879, at the u.s. naval academy in annapolis. in this section we give a very short summary of his work. it is extracted from an article in statistical science ([18])."
32,1,"['measurement', 'interval']", The speed of light,seg_13,"the principle of speed measurement is easy, of course: measure a distance and the time it takes to travel that distance, the speed equals distance divided by time. for an accurate determination, both the distance and the time need to be measured accurately, and with the speed of light this is a problem: either we should use a very large distance and the accuracy of the distance measurement is a problem, or we have a very short time interval, which is also very difficult to measure accurately."
33,1,['experimental'], The speed of light,seg_13,"in michelson’s time it was known that the speed of light was about 300 000 km/s, and he embarked on his study with the goal of an improved value of the speed of light. his experimental setup is depicted schematically in figure 1.4. light emitted from a light source is aimed, through a slit in a fixed plate, at a rotating mirror; we call its distance from the plate the radius. at one particular angle, this rotating mirror reflects the beam in the direction of a distant (fixed) flat mirror. on its way the light first passes through a focusing lens. this second mirror is positioned in such a way that it reflects the beam back in the direction of the rotating mirror. in the time it takes the light to travel back and forth between the two mirrors, the rotating mirror has moved by an angle α, resulting in a reflection on the plate that is displaced with respect to the source beam that passed through the slit. the radius and the displacement determine the angle α because"
34,0,[], The speed of light,seg_13,displacement tan 2α = radius
35,0,[], The speed of light,seg_13,"and combined with the number of revolutions per seconds (rps) of the mirror, this determines the elapsed time:"
36,0,[], The speed of light,seg_13,"during this time the light traveled twice the distance between the mirrors, so the speed of light in air now follows:"
37,0,[], The speed of light,seg_13,2 · distance cair = . time
38,1,['error'], The speed of light,seg_13,"all in all, it looks simple: just measure the four quantities—distance, radius, displacement and the revolutions per second—and do the calculations. this is much harder than it looks, and problems in the form of inaccuracies are lurking everywhere. an error in any of these quantities translates directly into some error in the final result."
39,1,"['nominal', 'measuring', 'error', 'errors']", The speed of light,seg_13,"michelson did the utmost to reduce errors. for example, the distance between the mirrors was about 2000 feet, and to measure it he used a steel measuring tape. its nominal length was 100 feet, but he carefully checked this using a copy of the official “standard yard.” he found that the tape was in fact 100.006 feet. this way he eliminated a (small) systematic error."
40,1,"['average', 'measuring', 'error', 'variation']", The speed of light,seg_13,"now imagine using the tape to measure a distance of 2000 feet: you have to use the tape 20 times, each time marking the next 100 feet. do it again, and you probably find a slightly different answer, no matter how hard you try to be very precise in every step of the measuring procedure. this kind of variation is inevitable: sometimes we end up with a value that is a bit too high, other times it is too low, but on average we’re doing okay—assuming that we have eliminated sources of systematic error, as in the measuring tape. michelson measured the distance five times, which resulted in values between 1984.93 and 1985.17 feet (after correcting for the temperature-dependent stretch), and he used the average as the “true distance.”"
41,1,"['errors', 'systematic errors', 'process', 'measuring']", The speed of light,seg_13,in many phases of the measuring process michelson attempted to identify and determine systematic errors and subsequently applied corrections. he
42,1,"['confidence intervals', 'interval', 'measurements', 'dataset', 'uncertainty', 'results', 'data', 'intervals', 'confidence', 'error', 'confidence interval', 'variability', 'variables', 'table', 'measuring']", The speed of light,seg_13,"also systematically repeated measuring steps and averaged the results to reduce variability. his final dataset consists of 100 separate measurements (see table 17.1), but each is in fact summarized and averaged from repeated measurements on several variables. the final result he reported was that the speed of light in vacuum (this involved a conversion) was 299 944± 51 km/s, where the 51 is an indication of the uncertainty in the answer. in retrospect, we must conclude that, in spite of michelson’s admirable meticulousness, some source of error must have slipped his attention, as his result is off by about 150 km/s. with current methods we would derive from his data a so-called 95% confidence interval: 299 944 ± 15.5 km/s, suggesting that michelson’s uncertainty analysis was a little conservative. the methods used to construct confidence intervals are the topic of chapters 23 and 24."
43,1,"['sample', 'model', 'experiment', 'events', 'probability', 'random', 'sample space', 'outcomes', 'event']", Outcomes events and probability,seg_15,"the world around us is full of phenomena we perceive as random or unpredictable. we aim to model these phenomena as outcomes of some experiment, where you should think of experiment in a very general sense. the outcomes are elements of a sample space ω, and subsets of ω are called events.the events will be assigned a probability, a number between 0 and 1 that expresses how likely the event is to occur."
44,1,"['experiment', 'sets', 'outcomes']", Sample spaces,seg_17,sample spaces are simply sets whose elements describe the outcomes of the experiment in which we are interested.
45,1,"['sample', 'experiment', 'tails', 'set', 'associated', 'sample space', 'outcomes']", Sample spaces,seg_17,"we start with the most basic experiment: the tossing of a coin. assuming that we will never see the coin land on its rim, there are two possible outcomes: heads and tails. we therefore take as the sample space associated with this experiment the set ω = {h, t }."
46,1,"['sample', 'experiment', 'sample space']", Sample spaces,seg_17,in another experiment we ask the next person we meet on the street in which month her birthday falls. an obvious choice for the sample space is
47,1,"['sample', 'model', 'experiment', 'outcome', 'sample space', 'outcomes', 'limit']", Sample spaces,seg_17,"in a third experiment we load a scale model for a bridge up to the point where the structure collapses. the outcome is the load at which this occurs. in reality, one can only measure with finite accuracy, e.g., to five decimals, and a sample space with just those numbers would strictly be adequate. however, in principle, the load itself could be any positive number and therefore ω = (0,∞) is the right choice. even though in reality there may also be an upper limit to what loads are conceivable, it is not necessary or practical to try to limit the outcomes correspondingly."
48,1,"['sample', 'experiment', 'sample space']", Sample spaces,seg_17,"in a fourth experiment, we find on our doormat three envelopes, sent to us by three different persons, and we look in which order the envelopes lie on top of each other. coding them 1, 2, and 3, the sample space would be"
49,1,"['sample', 'sample space']", Sample spaces,seg_17,"quick exercise 2.1 if we received mail from four different persons, how many elements would the corresponding sample space have?"
50,1,"['permutation', 'permutations']", Sample spaces,seg_17,"in general one might consider the order in which n different objects can be placed. this is called a permutation of the n objects. as we have seen, there are 6 possible permutations of 3 objects, and 4 · 6 = 24 of 4 objects. what happens is that if we add the nth object, then this can be placed in any of n positions in any of the permutations of n − 1 objects. therefore there are"
51,1,"['permutations', 'standard']", Sample spaces,seg_17,possible permutations of n objects. here n! is the standard notation for this product and is pronounced “n factorial.” it is convenient to define 0! = 1.
52,1,"['sample', 'experiment', 'events', 'set', 'event', 'outcome', 'sample space', 'outcomes']", Events,seg_19,"subsets of the sample space are called events . we say that an event a occurs if the outcome of the experiment is an element of the set a. for example, in the birthday experiment we can ask for the outcomes that correspond to a long month, i.e., a month with 31 days. this is the event"
53,1,['set'], Events,seg_19,events may be combined according to the usual set operations.
54,1,['event'], Events,seg_19,"for example if r is the event that corresponds to the months that have the letter r in their (full) name (so r = {jan, feb, mar, apr, sep, oct, nov, dec}), then the long months that contain the letter r are"
55,1,"['intersection', 'sets', 'events', 'complement', 'set', 'union', 'event']", Events,seg_19,"the set l∩r is called the intersection of l and r and occurs if both l and r occur. similarly, we have the union a∪b of two sets a and b, which occurs if at least one of the events a and b occurs. another common operation is taking complements. the event ac = {ω ∈ ω : ω ∈/ a} is called the complement of a; it occurs if and only if a does not occur. the complement of ω is denoted ∅, the empty set, which represents the impossible event. figure 2.1 illustrates these three set operations."
56,1,"['disjoint', 'mutually exclusive', 'set', 'events', 'event', 'outcomes']", Events,seg_19,"we call events a and b disjoint or mutually exclusive if a and b have no outcomes in common; in set terminology: a∩b = ∅. for example, the event l “the birthday falls in a long month” and the event {feb} are disjoint."
57,1,"['set', 'event', 'outcomes']", Events,seg_19,"finally, we say that event a implies event b if the outcomes of a also lie in b. in set notation: a ⊂ b; see figure 2.2."
58,0,[], Events,seg_19,some people like to use double negations:
59,0,[], Events,seg_19,“it is certainly not true that neither john nor mary is to blame.”
60,1,['events'], Events,seg_19,"this is equivalent to: “john or mary is to blame, or both.” the following useful rules formalize this mental operation to a manipulation with events."
61,1,['events'], Events,seg_19,demorgan’s laws. for any two events a and b we have
62,1,"['events', 'event']", Events,seg_19,"quick exercise 2.2 let j be the event “john is to blame” and m the event “mary is to blame.” express the two statements above in terms of the events j, jc, m , and m c, and check the equivalence of the statements by means of demorgan’s laws."
63,1,"['probabilities', 'events', 'probability', 'event', 'function', 'probability function']", Probability,seg_21,"we want to express how likely it is that an event occurs. to do this we will assign a probability to each event. the assignment of probabilities to events is in general not an easy task, and some of the coming chapters will be dedicated directly or indirectly to this problem. since each event has to be assigned a probability, we speak of a probability function. it has to satisfy two basic properties."
64,1,"['sample', 'disjoint', 'sample space', 'probability', 'event', 'function', 'probability function']", Probability,seg_21,"definition. a probability function p on a finite sample space ω assigns to each event a in ω a number p(a) in [0,1] such that (i) p(ω) = 1, and (ii) p(a ∪ b) = p(a) + p(b) if a and b are disjoint. the number p(a) is called the probability that a occurs."
65,1,"['disjoint events', 'probability', 'function', 'sample', 'experiment', 'sets', 'events', 'sample space', 'disjoint', 'additivity property', 'additivity of the probability function', 'outcome', 'probability function', 'additivity property of a probability function']", Probability,seg_21,"property (i) expresses that the outcome of the experiment is always an element of the sample space, and property (ii) is the additivity property of a probability function. it implies additivity of the probability function over more than two sets; e.g., if a, b, and c are disjoint events, then the two events a ∪ b and c are also disjoint, so"
66,1,"['experiment', 'outcome', 'tails']", Probability,seg_21,"we will now look at some examples. when we want to decide whether peter or paul has to wash the dishes, we might toss a coin. the fact that we consider this a fair way to decide translates into the opinion that heads and tails are equally likely to occur as the outcome of the coin-tossing experiment. so we"
67,1,"['events', 'set', 'probability', 'function', 'outcomes', 'probability function']", Probability,seg_21,"formally we have to write {h} for the set consisting of the single element h , because a probability function is defined on events, not on outcomes. from now on we shall drop these brackets."
68,1,"['distribution', 'asymmetric', 'case']", Probability,seg_21,"now it might happen, for example due to an asymmetric distribution of the mass over the coin, that the coin is not completely fair. for example, it might be the case that"
69,1,"['probabilities', 'experiment', 'experiments', 'outcomes']", Probability,seg_21,"more generally we can consider experiments with two possible outcomes, say “failure” and “success”, which have probabilities 1− p and p to occur, where p is a number between 0 and 1. for example, when our experiment consists of buying a ticket in a lottery with 10 000 tickets and only one prize, where “success” stands for winning the prize, then p = 10−4."
70,1,"['probabilities', 'experiment']", Probability,seg_21,"how should we assign probabilities in the second experiment, where we ask for the month in which the next person we meet has his or her birthday? in analogy with what we have just done, we put"
71,0,[], Probability,seg_21,"some of you might object to this and propose that we put, for example,"
72,0,[], Probability,seg_21,because we have long months and short months. but then the very precise among us might remark that this does not yet take care of leap years.
73,1,"['approximation', 'probability']", Probability,seg_21,"quick exercise 2.3 if you would take care of the leap years, assuming that one in every four years is a leap year (which again is an approximation to reality!), how would you assign a probability to each month?"
74,1,"['sample', 'sample spaces', 'experiment', 'probability', 'outcome', 'outcomes']", Probability,seg_21,"in the third experiment (the buckling load of a bridge), where the outcomes are real numbers, it is impossible to assign a positive probability to each outcome (there are just too many outcomes!). we shall come back to this problem in chapter 5, restricting ourselves in this chapter to finite and countably infinite1 sample spaces."
75,1,"['probabilities', 'experiment', 'outcomes']", Probability,seg_21,in the fourth experiment it makes sense to assign equal probabilities to all six outcomes:
76,1,"['additivity property', 'probabilities', 'experiment', 'events', 'probability', 'event', 'experiments', 'outcomes']", Probability,seg_21,"until now we have only assigned probabilities to the individual outcomes of the experiments. to assign probabilities to events we use the additivity property. for instance, to find the probability p(t ) of the event t that in the three envelopes experiment envelope 2 is on top we note that"
77,1,"['probabilities', 'probability of an event', 'probability', 'event', 'outcomes']", Probability,seg_21,"in general, additivity of p implies that the probability of an event is obtained by summing the probabilities of the outcomes belonging to the event."
78,1,['experiment'], Probability,seg_21,quick exercise 2.4 compute p(l) and p(r) in the birthday experiment.
79,1,"['disjoint', 'probabilities', 'events', 'union']", Probability,seg_21,"finally we mention a rule that permits us to compute probabilities of events a and b that are not disjoint. note that we can write a = (a∩b) ∪ (a∩bc), which is a disjoint union; hence"
80,1,['events'], Probability,seg_21,"if we split a ∪ b in the same way with b and bc, we obtain the events (a∪b)∩b, which is simply b and (a∪b)∩bc, which is nothing but a∩bc."
81,0,[], Probability,seg_21,eliminating p(a ∩ bc) from these two equations we obtain the following rule.
82,1,"['events', 'union', 'probability']", Probability,seg_21,the probability of a union. for any two events a and b we have p(a ∪ b) = p(a) + p(b) − p(a ∩ b) .
83,1,"['additivity property', 'probabilities', 'events']", Probability,seg_21,"from the additivity property we can also find a way to compute probabilities of complements of events: from a ∪ ac = ω, we deduce that"
84,1,"['sample', 'experiment', 'statistics', 'set', 'associated', 'sample space']", Products of sample spaces,seg_23,"basic to statistics is that one usually does not consider one experiment, but that the same experiment is performed several times. for example, suppose we throw a coin two times. what is the sample space associated with this new experiment? it is clear that it should be the set"
85,1,"['probabilities', 'experiment', 'outcomes']", Products of sample spaces,seg_23,"if in the original experiment we had a fair coin, i.e., p(h) = p(t ), then in this new experiment all 4 outcomes again have equal probabilities:"
86,1,"['sample', 'sample spaces', 'experiment', 'set', 'experiments', 'sample space']", Products of sample spaces,seg_23,"somewhat more generally, if we consider two experiments with sample spaces ω1 and ω2 then the combined experiment has as its sample space the set"
87,1,"['probabilities', 'experiment', 'case', 'mean', 'probability', 'outcome', 'experiments', 'outcomes']", Products of sample spaces,seg_23,"if ω1 has r elements and ω2 has s elements, then ω1 × ω2 has rs elements. now suppose that in the first, the second, and the combined experiment all outcomes are equally likely to occur. then the outcomes in the first experiment have probability 1/r to occur, those of the second experiment 1/s, and those of the combined experiment probability 1/rs. motivated by the fact that 1/rs = (1/r) × (1/s), we will assign probability pipj to the outcome (ωi, ωj) in the combined experiment, in the case that ωi has probability pi and ωj has probability pj to occur. one should realize that this is by no means the only way to assign probabilities to the outcomes of a combined experiment. the preceding choice corresponds to the situation where the two experiments do not influence each other in any way. what we mean by this influence will be explained in more detail in the next chapter."
88,1,"['sample', 'probabilities', 'experiment', 'probability', 'associated', 'outcome', 'sample space']", Products of sample spaces,seg_23,"quick exercise 2.5 consider the sample space {a1, a2, a3, a4, a5, a6} of some experiment, where outcome ai has probability pi for i = 1, . . . , 6. we perform this experiment twice in such a way that the associated probabilities are"
89,1,"['sample', 'experiment', 'probability', 'function', 'sample space', 'probability function']", Products of sample spaces,seg_23,"check that p is a probability function on the sample space ω = {a1, . . . , a6}× {a1, . . . , a6} of the combined experiment. what is the relationship between the first experiment and the second experiment that is determined by this probability function?"
90,1,"['experiment', 'failure', 'set', 'success', 'associated', 'outcomes', 'event']", Products of sample spaces,seg_23,"we started this section with the experiment of throwing a coin twice. if we want to learn more about the randomness associated with a particular experiment, then we should repeat it more often, say n times. for example, if we perform an experiment with outcomes 1 (success) and 0 (failure) five times, and we consider the event a “exactly one experiment was a success,” then this event is given by the set"
91,1,"['success', 'failure', 'probability']", Products of sample spaces,seg_23,"in ω = {0, 1} × {0, 1} × {0, 1} × {0, 1} × {0, 1}. moreover, if success has probability p and failure probability 1 − p, then"
