,Relevance,Tags,Heading,Seg,Sentence
29,0,[], Probability and Events,seg_3,a ⊆ b ⇒ p(a) ≤ p(b).
30,1,"['set ', 'probability measures', 'experiment', 'case', 'discrete', 'probability measure', 'events', 'set', 'probability', 'outcome', 'outcomes']", Probability and Events,seg_3,"importantly, there are multiple ways to define a valid probability measure for any given set , so these three requirements do not specify a unique such measure. for assigning a probability to discrete events like the ones discussed so far, it is sufficient to specify the probability p({ω}) for each possible outcome ω ∈ of the experiment. for example, a die is described by its outcomes = {1, 2, 3, 4, 5, 6}. one possible probability measure is p({ω}) = 1/6 for each of the six possible outcomes ω; it describes a fair die. another probability is p({1}) = p({3}) = p({5}) = 1/18, p({2}) = p({4}) = p({6}) = 2/18, in which case the probability to roll an even number is twice the probability to roll an odd one. both probability measures are valid, and the particular choice depends on the various assumptions that are made when modeling the die and its behavior."
31,1,"['data', 'probability measure', 'probability', 'probability measures']", Probability and Events,seg_3,"typically, probability measures are either derived from such assumptions or they are inferred from observed data. such inference will be covered in chap. 2. for more complex examples, it might not be straightforward to construct a probability measure that correctly captures all assumptions."
32,1,"['results', 'case', 'discrete', 'cases', 'set', 'probability measure', 'probability', 'continuous', 'outcomes']", Probability and Events,seg_3,"if the possible outcomes become a continuous set, describing a length, for example, it is no longer possible to simply assign a probability to each element of this set to define a probability measure. this case requires more sophisticated mathematical machinery and is not covered here. however, the following results are essentially the same for discrete and continuous cases."
33,1,"['probabilities', 'events', 'union', 'probability', 'event']", Probability and Events,seg_3,union of events. we still need to delve a little deeper into the computation of event probabilities. note that the probability for a union of events is only the sum of the two individual probabilities provided the two events do not overlap and there is no
34,1,"['case', 'events', 'union']", Probability and Events,seg_3,"outcome that belongs to both events. in the above example of events a (sum larger equal 10) and b (both dice even), this is clearly not the case. consequently, the size of their union d is smaller than the sum of the individual sizes of a and b."
35,1,"['intersection', 'sets', 'probability']", Probability and Events,seg_3,"for computing the probability of d from a and b, we can use an inclusionexclusion argument: the size of d is the size of a plus the size of b, minus the size of the intersection a ∩ b. this becomes clear if we draw a venn-diagram of the sets as in fig. 1.1. the elements in the intersection are counted twice and we therefore have to correct by subtracting it once. indeed,"
36,0,[], Probability and Events,seg_3,"|d| = |a| + |b| − |a ∩ b|,"
37,0,[], Probability and Events,seg_3,and thus
38,0,[], Probability and Events,seg_3,|a| |b| |a ∩ b| p(d) = + − = p(a) + p(b) − p(a ∩ b). | | | | | |
39,1,['case'], Probability and Events,seg_3,"note that if a ∩ b = ∅, we recover the case (1.3) given in the original definition."
40,1,['sets'], Probability and Events,seg_3,"the inclusion–exclusion calculation is also possible for more than two sets, but does get a little more involved: already for three sets, we now count some subsets twice and three times."
41,1,"['independent', 'statistics', 'information', 'independence', 'events', 'probability']", Probability and Events,seg_3,"independence. one of the most important concepts in probability and statistics is independence. two events x and y are independent if the knowledge that y already occurred does not influence the probability that x will occur. in other words, knowing that y happened gives us no information on whether x also happened or not, and viceversa."
42,1,['independence'], Probability and Events,seg_3,"as an example, let us again look at rolling two dice: with some justification, we may assume that the roll of the first die does not influence the roll of the second. in particular, it does not matter whether we roll both dice at once or roll the first and then roll the second. in this example, the independence of the two dice is a modeling assumption and other modeling assumptions are possible."
43,1,"['events', 'independent']", Probability and Events,seg_3,"formally, two events x and y are independent if"
44,0,[], Probability and Events,seg_3,"p(x ∩ y ) = p(x)p(y ),"
45,1,['probability'], Probability and Events,seg_3,which means that the probability that both x and y occur is the probability that x occurs times the probability that y occurs.
46,1,"['independent', 'event']", Probability and Events,seg_3,"in the dice example, the event e = {(i, j)|i ≥ 5} of rolling a 5 or 6 on the first die, and f = {(i, j)| j ≥ 5} of rolling a 5 or 6 on the second die, are independent. indeed,"
47,0,[], Probability and Events,seg_3,"4 p(e ∩ f) = p({(i, j)|i ≥ 5, j ≥ 5}) = p({(5, 5), (5, 6), (6, 5), (6, 6)}) = and"
48,1,"['independent', 'conditional probability', 'conditional', 'events', 'probability']", Probability and Events,seg_3,"if two events are not independent, the probability of x happening provided we already know that y happened is captured by the conditional probability of x given y, which we denote by p(x |y ). this probability is given by"
49,0,[], Probability and Events,seg_3,"p(x ∩ y ) p(x |y ) = , p(y )"
50,1,"['outcomes', 'probability']", Probability and Events,seg_3,"and might be easier to remember in its equivalent form p(x |y )p(y ) = p(x ∩ y ), which reads “the probability of x and y happening simultaneously is the probability that y happens times the probability that x happens if y happened”. for example, what is the probability to roll at least a total of 10, if we already know that both dice are even? there are |b| = 9 possible outcomes that lead to both dice even. from these, |a ∩ b| = 3 have a sum of 10 or greater, leading to the probability"
51,1,"['events', 'independent']", Probability and Events,seg_3,"if two events x and y are independent, we have"
52,0,[], Probability and Events,seg_3,"p(x |y ) = p(x),"
53,1,['probability'], Probability and Events,seg_3,"as we would expect. this also agrees with the above interpretation: the probability of x happening is the same, irrespective of knowing whether y happened or not."
54,1,"['states', 'law of total probability', 'total probability', 'probability']", Probability and Events,seg_3,the law of total probability states that
55,0,[], Probability and Events,seg_3,"p(x) = p(x ∩ y1) + · · · + p(x ∩ yn),"
56,1,"['outcome', 'outcomes', 'probability']", Probability and Events,seg_3,"where the yi form a partition of , i.e., cover all possible outcomes without covering one outcome twice. we can read this as “the probability that x happens is the probability that x and y1 happen simultaneously or x and y2 happen simultaneously etc.”. the example in fig. 1.2 gives an intuitive representation of the theorem."
57,1,"['probabilities', 'conditional probabilities', 'conditional', 'events', 'law of total probability', 'probability', 'total probability']", Probability and Events,seg_3,"together, conditional probabilities and the law of total probability are powerful tools for computing the probability of particular events."
58,1,"['without replacement', 'replacement', 'probability', 'event']", Probability and Events,seg_3,"example 1 let us consider an urn containing 2 white and 3 black balls, from which two balls are drawn, and are not put back in (this is known as drawing without replacement). let us denote by c the event that we draw two identical colors, no matter which one, and by w and b the event of the first ball being white, respectively black. provided we know the first ball is white, we can conclude that there are 1 white and 3 black balls left in the urn. the probability to draw another white ball thus became"
59,0,[], Probability and Events,seg_3,p(c |w ) = 1/4.
60,0,[], Probability and Events,seg_3,"similarly, if we know the first ball is black, we can conclude 2 white and 2 black balls being left and thus"
61,0,[], Probability and Events,seg_3,p(c |b) = 2/4.
62,1,"['law of total probability', 'total probability', 'probability']", Probability and Events,seg_3,"by the law of total probability, p(c) is the probability to draw another white ball if we have a white, times the probability to draw a white in the first place plus the same for black:"
63,0,[], Probability and Events,seg_3,p(c) = p(c ∩ w ) + p(c ∩ b) = p(c |w )p(w ) + p(c |b)p(b).
64,0,[], Probability and Events,seg_3,with p(w ) = 2/5 and p(b) = 3/5 this amounts to p(c) = 2/5.
65,1,"['conditional probabilities', 'probabilities', 'conditional']", Probability and Events,seg_3,bayes’ rule. bayes’ rule is an important tool for manipulating conditional probabilities. it allows us to “invert” conditional probabilities by
66,0,[], Probability and Events,seg_3,"p(y ) p(y |x) = p(x |y ) , (1.4) p(x)"
67,1,"['probabilities', 'conditional probabilities', 'prior probabilities', 'conditional', 'information', 'event', 'posterior']", Probability and Events,seg_3,"which becomes evident if we simply multiply by p(x) to arrive at p(y ∩ x) = p(x ∩ y ).the two probabilities for x and y are called the prior probabilities, as they describe the chance that either event happens without taking into account any information about the other event. the left-hand side of (1.4) is called the posterior. while algebraically simple, this rule is very helpful in computing conditional probabilities in a variety of situations."
68,1,"['tests', 'test', 'probability']", Probability and Events,seg_3,"example 2 let us consider the following situation: a patient is going to see a doctor for an annual checkup and in the battery of tests that are performed, the test for a particular disease d comes back positive. the doctor is concerned, as he read in the brochure that this particular test has a probability of 0.9 to correctly detect the disease if the patient actually has it, and also a probability of 0.9 to correctly detect if the patient does not have it. should the patient be concerned, too?"
69,1,"['information', 'events', 'outcome', 'test']", Probability and Events,seg_3,"let us denote by + and − the events of positive, respectively negative, outcome of the test. from the brochure information, we know that"
70,0,[], Probability and Events,seg_3,"p(+|d) = 0.9,"
71,0,[], Probability and Events,seg_3,p(−|dc ) = 0.9.
72,1,"['test', 'probability']", Probability and Events,seg_3,"but what we are really interested in is the probability p(d|+) that the patient actually has the disease, provided the test says so. we compute this probability via bayes’ rule as"
73,0,[], Probability and Events,seg_3,p(d) p(d|+) = p(+|d) . p(+)
74,1,"['results', 'test results', 'law of total probability', 'probability', 'total probability', 'test']", Probability and Events,seg_3,we would therefore need to know the probability p(d) that a patient has the disease in the first place (regardless of any test results) and the probability p(+) that the test will be positive (regardless of whether the patient is sick). the latter is easily computed using the law of total probability
75,0,[], Probability and Events,seg_3,"p(+) = p(+|d)p(d) + p(+|dc )p(dc ),"
76,0,[], Probability and Events,seg_3,and
77,0,[], Probability and Events,seg_3,p(+|dc ) = 1 − p(−|dc ).
78,1,"['case', 'data', 'information', 'probability']", Probability and Events,seg_3,"the only thing we need to figure out is p(d), the probability to be sick in the first place. we might imagine this as the probability that, randomly picking someone from the street, this person is actually sick. it is important to understand that this probability has to be provided from the outside, as it cannot be derived from the information available in the problem specification. in our case, such data might be available from public health institutions. let us assume that 1 in 100 people are sick, so p(d) = 0.01 and consequently"
79,0,[], Probability and Events,seg_3,"p(+) = 0.9 × 0.01 + (1 − 0.9) × (1 − 0.01) = 0.108,"
80,1,"['test', 'probability', 'information']", Probability and Events,seg_3,"that is, for about one out of ten people, the test will be positive, irrespective of their actual health. this is simply because few people have the disease, but in one out of ten, the test will be incorrect. we assembled all information needed to actually compute the relevant probability:"
81,0,[], Probability and Events,seg_3,0.01 p(d|+) = 0.9 × ≈ 0.08. 0.108
82,1,"['test', 'independent', 'case', 'probability']", Probability and Events,seg_3,"maybe surprisingly, the probability to have the disease if the test is positive is less that 10% and getting a second opinion is clearly indicated! this is one reason to perform a second independent test in such a case."
83,1,"['conditional probabilities', 'probabilities', 'prior probabilities', 'conditional']", Probability and Events,seg_3,"the key point of this example is to not get confused by the two conditional probabilities p(x |y ) and p(y |x) and mistakenly assume them to be equal or at least of comparable size. as shown, the two can be very different, depending on the prior probabilities for x and y."
84,1,"['bayesian', 'bayesian statistics', 'statistics', 'statistical hypothesis', 'probability', 'data', 'information', 'hypothesis testing', 'statistical', 'prior probabilities', 'statistical hypothesis testing', 'hypothesis', 'measurement', 'probabilities']", Probability and Events,seg_3,"implications of bayes’ rule. bayes’ rule has some more implications along these lines, which we will briefly describe in a very informal manner: as we will see in the chapter on statistical hypothesis testing, classical techniques only allow us to compute the probability of seeing certain data d (e.g., a measurement), provided a given hypothesis h is true; very informally, p(d|h). of course, we actually want to know the probability p(h |d) of the hypothesis being true, given the data. however, bayes’ rule shows that this probability can only be computed if we have information about the hypothesis being true irrespective of any data. again, this information about prior probabilities has to come from “outside” and cannot be inferred from the hypothesis or the data. typically, this information is provided by either additional assumptions or by looking into other data. the branch of bayesian statistics deals with the incorporation of such prior data and provides many alternative ways of inference and hypothesis testing. however, many of these methods are more elaborate and special care needs to be taken to correctly apply them, which is one reason why we do not cover them in this text."
85,1,"['functions', 'outcomes', 'random variables', 'random', 'variables', 'random variable', 'events', 'variable', 'set', 'probability', 'event', 'outcome']", Random Variables,seg_5,"while events and algebraic set operations form the basis for describing random experiments, we gain much more flexibility and widen the applications of probability by introducing random variables. technically, these are functions mapping an outcome ω ∈ to a number. for example, we can describe the two dice example simply by defining the number of eyes rolled with die i as the random variable xi . the event of having at least a 5 on the first die is then described intuitively by the statement x1 ≥ 5. similarly, we can formulate the event that the sum is larger than 10 by x1 + x2 ≥ 10, instead of listing all corresponding outcomes."
86,1,"['random variables', 'random', 'probabilities', 'variables', 'events', 'event']", Random Variables,seg_5,"once probabilities are assigned to events, they transfer to random variables simply by finding the corresponding event described by a statement on the random variables. formally, p(x ∈ x ) = p({ω|x (ω) ∈ x })."
87,1,"['random variable', 'variable', 'probability', 'random']", Random Variables,seg_5,"for the two dice example, let us compute the probability of rolling at least a 5 with the first die using the random variable x1:"
88,0,[], Random Variables,seg_5,"p(x1 ≥ 5) = p (x1 ∈ {5, 6}) = p ({ω ∈ |x1(ω) ∈ {5, 6}})"
89,0,[], Random Variables,seg_5,"= p({(i, j)|i ≥ 5, 1 ≤ j ≤ 6})"
90,0,[], Random Variables,seg_5,"12 = p({(i, j)|i = 5}) + p({(i, j)|i = 6}) = . 36"
91,1,"['random variables', 'random', 'variables', 'intersection', 'events', 'sets', 'joint', 'probability', 'joint probability']", Random Variables,seg_5,the joint probability of two random variables x and y simultaneously taking values in their respective sets is given by the intersection of the corresponding events:
92,0,[], Random Variables,seg_5,"p(x ∈ x , y ∈ y ) = p ({ω|x (ω) ∈ x } ∩ {ω|y (ω) ∈ y }) ."
93,1,"['distribution function', 'probability', 'random', 'function', 'cumulative distribution function', 'random variable', 'events', 'distributions', 'distribution', 'random variables', 'variables', 'variable', 'probability distribution', 'tables']", Random Variables,seg_5,"the advantage of working with random variables instead of events comes from the fact that random variables have a probability distribution that describes the probability that the random variable takes a value smaller or equal to a certain number. the cumulative distribution function (cdf) fx () of a random variable x is defined as fx (x) = p(x ≤ x). it always starts with a value of 0 at x = −∞ and monotonically increases to 1 for larger values of x. often, very different problems lead to the same distribution for the involved random variables, which is why some distributions get their own name and their properties can be found in tables."
94,1,"['random variables', 'random', 'variables', 'discrete', 'events', 'set', 'continuous']", Random Variables,seg_5,"similar to events, random variables also come in two distinct flavors: they either take values in a discrete (but maybe infinite) set of values, as in the dice example, or they take values from a continuous set, like the set of real numbers ir."
95,1,"['discrete random variable', 'cumulative distribution function', 'random variables', 'mass function', 'variables', 'probability mass function', 'distribution function', 'discrete', 'distribution', 'random variable', 'variable', 'summation', 'probability', 'random', 'function']", Random Variables,seg_5,discrete random variables. a discrete random variable a has a probability mass function (pmf) in addition to its cumulative distribution function. the pmf is given by pa(a) = p(a = a) and we can easily compute the cdf from it by summation:
96,0,[], Random Variables,seg_5,fa(k) = ∑a
97,0,[], Random Variables,seg_5,k=−∞ pa(a).
98,1,"['experiment', 'bernoulli distributed', 'distribution', 'bernoulli', 'probability', 'bernoulli distribution', 'parameter', 'outcome', 'tail']", Random Variables,seg_5,"example 3 let us consider the following experiment: a coin is flipped n times. the probability of any flip to show head is given by our first distribution with its own name: the bernoulli distribution, which assigns a probability of p to head and 1− p to tail. if xi is the outcome of the ith flip, with xi = 0 for tail and xi = 1 for head, this distribution is completely described by p, as p(xi = 0) = 1 − p, p(xi = 1) = p and p(xi = k) = 0 for any value k that is neither 0 nor 1. thus, knowing that xi is bernoulli distributed with parameter p completely specifies all we need to know. in short, this statement is written as x ∼ bernoulli(p), where “∼” is read as “distributed as”."
99,1,"['independent', 'distribution', 'probability', 'tails']", Random Variables,seg_5,"what is the probability that we have to wait until the wth flip to see head for the first time? this is the question for the distribution of a waiting time w. let us see: to see the first head at flip w, all preceding w − 1 flips are necessarily tails. assuming the flips to be independent, this probability is"
100,0,[], Random Variables,seg_5,"p(x1 = 0, . . . , xw−1 = 0) = p(x1 = 0) · · · p(xw−1 = 0) = (1 − p)w−1."
101,1,"['discrete random variable', 'mass function', 'geometric distribution', 'probability mass function', 'discrete', 'distribution', 'random variable', 'variable', 'probability', 'random', 'function', 'geometric', 'realization']", Random Variables,seg_5,"the probability to actually see head in the wth flip is p(xw = 1) = p. thus, p(w = w) = (1 − p)w−1 p, the pmf of a geometric distribution, denoted w ∼ geom(p). the particular value w is called a realization of the random variable w. this is an example of a discrete random variable that has infinitely many possible values with positive probability. the probability mass function of a geometric distribution is given in fig. 1.3 (left)."
102,1,"['tails', 'probability']", Random Variables,seg_5,what is the probability to see exactly h heads if we flip n times? this question is a little more tricky: the probability to see h heads in n flips is ph . the probability that the remaining n−h flips are all tails is (1− p)n−h . but there are a multitude of ways to
103,1,"['tails', 'binomial']", Random Variables,seg_5,"n arrange the h heads and n−h tails. to be exact, there are ( h ) := (n−nh!)!h! (a binomial"
104,0,['n'], Random Variables,seg_5,"coefficient, read “n choose h”) many ways to do so: n! := 1 × 2 × 3 × · · · × n is the number of ways to arrange n flips in different order. the h heads can be drawn in h!"
105,1,"['binomial coefficient', 'binomial', 'coefficient', 'tails']", Random Variables,seg_5,"different orders, which we do not distinguish and treat as equivalent. similarly, there are (n − h)! ways to arrange the tails are equivalent, leading to the stated coefficient. more generally, the binomial coefficient gives the number of different ways to draw h objects out of n, if we do not care for the order in which they are drawn. for n = 3,"
106,1,['set'], Random Variables,seg_5,"3 there are ( 2 ) = 3 ways to draw exactly two of them: from the set {a, b, c}, the 3"
107,1,"['sets', 'set']", Random Variables,seg_5,"ways are {a, b}, {b, c}, {a, c}. the first set contains two possible ways to draw: first the a, then the b, or vice-versa, and similarly for the other two sets."
108,1,"['probabilities', 'parameters', 'mass function', 'distribution', 'random variable', 'variable', 'binomial', 'random', 'function', 'binomial distribution']", Random Variables,seg_5,"for our problem, let h be the number of heads in n flips. this is a random variable taking values between 0 and n. it has a binomial distribution with two parameters n and p and probabilities given by the mass function"
109,0,['n'], Random Variables,seg_5,n p(h = h) = ( h ) (1 − p)n−h ph;
110,1,"['plot', 'mass function', 'probability mass function', 'binomial', 'probability', 'function']", Random Variables,seg_5,"denoted by h ∼ binom(n, p). a plot of a binomial probability mass function is given in fig. 1.3 (right)."
111,1,"['set', 'probability']", Random Variables,seg_5,"let us combine these two calculations of the waiting time and the number of heads by solving the following problem: again, a coin is flipped n times, the probability to see head is p. let again h be the number of heads in these n flips and let w be the waiting time for the first head to appear. for completeness, we set w = n + 1, if no head appears at all."
112,1,"['joint probability distribution', 'distribution', 'probability distribution', 'joint', 'probability', 'joint probability']", Random Variables,seg_5,"what is the probability to simultaneously see h heads with the first head appearing at the wth flip? this questions asks for the joint probability distribution given by p(h = h, w = w)."
113,1,"['random variables', 'independent', 'variables', 'information', 'cases', 'probability', 'random']", Random Variables,seg_5,"the two random variables h, w are not independent: if they were, we would have p(h = h|w = w) = p(h = h). but if no head has appeared at all (so w = n + 1), then the probability to see any more than zero heads, given this information, is zero: p(h = 1|w = n +1) = 0, but p(h = 1) > 0. for working out the correct answer, we therefore need to take this dependency into account. it is always a good idea to check some boundary cases first: as we saw,"
114,0,['n'], Random Variables,seg_5,"p(h = 0, w = n +1) = p(h = 0|w = n +1)p(w = n +1) = 1×(1− p)n,"
115,1,"['tails', 'probability']", Random Variables,seg_5,"the probability to see n tails. further, p(h = 0, w = w) = 0 for any w ≤ n, as we cannot have seen the first head somewhere in the sequence if we saw none at all."
116,1,"['cases', 'tails']", Random Variables,seg_5,"what about the non-boundary cases? for (h = h, w = w), we can use the following argument: to see h heads in total, given the first one in the wth flip, we know that the first w − 1 flips are all tails and we need to place h − 1 heads in the remaining n − w positions (the first is already placed in position w):"
117,0,['n'], Random Variables,seg_5,"n − w p(h = h|w = w) = ( h − 1 ) (1 − p)(n−w)−(h−1) ph−1,"
118,1,"['geometric distribution', 'distribution', 'trials', 'binomial', 'probability', 'geometric']", Random Variables,seg_5,the binomial probability of having h −1 heads in n −w trials. the probability of first head at w ≤ n is the geometric distribution p(w = w) = (1− p)w−1 p. combining:
119,0,['n'], Random Variables,seg_5,"n − w p(h = h, w = w) = ( h − 1 ) (1 − p)n−h ph ."
120,1,"['distribution', 'conditional distribution', 'conditional']", Random Variables,seg_5,"the conditional distribution of waiting w flips, given we have h heads in total, is easily calculated as"
121,0,['n'], Random Variables,seg_5,( n h
122,0,[], Random Variables,seg_5,− −
123,0,[], Random Variables,seg_5,w
124,0,[], Random Variables,seg_5,"1 ) p(w = w|h = h) = ,"
125,0,['n'], Random Variables,seg_5,( n h )
126,1,"['independent', 'table', 'joint', 'probability', 'joint probability']", Random Variables,seg_5,"the number of ways to place h − 1 heads in n − w positions over the number of ways to place h heads in n positions. interestingly, this probability is independent of the probability p to see head. for n = 3 and p = 0.5, the full joint probability p(h = h, w = w) is given in table 1.1."
127,1,"['marginal', 'distribution', 'law of total probability', 'probability', 'total probability', 'marginal distribution']", Random Variables,seg_5,"we might also be interested in computing the waiting time distribution without referring to the number of heads. this marginal distribution can be derived by applying the law of total probability. for example,"
128,1,"['marginal', 'marginal probability', 'probability']", Random Variables,seg_5,is the marginal probability that we see the first head in the second flip.
129,1,"['independent', 'case', 'probability']", Random Variables,seg_5,"example 4 to contribute another example, let us consider the following problem, encountered in molecular biology: dna molecules carrying the inheritance information of an organism can be modeled as a sequence of nucleotides. there are four different such nucleotides: arginine (abbreviated a), cytosine (c), guanine (g), and tyrosine (t). a common problem is to determine how closely related two dna sequences are. to make things easier, let us assume both sequences have the same length n, that the nucleotides in any two positions in the sequence are independent, and that each nucleotide has a probability of 1/4 to occur in any position. similarity of the sequences can then be established by counting in how many positions the two sequences have the same nucleotide. each such case is called a match, the converse a mismatch, so the following two sequences have seven matches and three mismatches (underlined):"
130,0,[], Random Variables,seg_5,a c c g t t g g t a a c g g t t c g a a
131,1,"['distribution', 'cases']", Random Variables,seg_5,"if the two sequences have nothing in common, we would expect to see a match in about 1/4 of the cases, and the number of matches would follow a binom(n, p = 1/4) distribution. conversely, evolutionarily related dna sequences would show a much higher proportion of matches."
132,1,"['estimate', 'frequencies', 'data', 'test', 'hypothesis']", Random Variables,seg_5,"in subsequent chapters, we will estimate the nucleotide frequencies p from data and test the hypothesis that sequences are related by comparing the observed and expected number of matches"
133,1,"['probability mass function', 'set', 'probability', 'random', 'function', 'mass function', 'events', 'density function', 'densities', 'continuous random variables', 'probability density function', 'continuous', 'random variables', 'variables']", Random Variables,seg_5,"continuous random variables. we also need random variables that take values in a continuous set to describe, e.g., measured lengths or optical densities. similar to events, we cannot cover these in all mathematical rigor. a nontrivial mathematical argument shows that for such a continuous random variables x, a probability mass function cannot be defined properly, because p(x = x) = 0 for all x. instead, most of these variables have a probability density function (pdf) fx (x) with the properties"
134,0,[], Random Variables,seg_5,"fx (x) ≥ 0 , ∞"
135,0,[], Random Variables,seg_5,∫ fx (y)dy = 1.
136,1,"['density function', 'interval', 'probability', 'function']", Random Variables,seg_5,"the density is a function such that the probability of x to take a value in any interval [xl , xu] is given by the area under the density function on this interval, that is, p(xl ≤"
137,0,[], Random Variables,seg_5,x ≤ xu) = ∫x
138,1,"['cumulative distribution function', 'distribution function', 'distribution', 'probability', 'function']", Random Variables,seg_5,u fx (y)dy. this probability can also be written in terms of the cumulative distribution function
139,0,[], Random Variables,seg_5,fx (x) = p(x ≤ x) = ∫ fx (y)dy
140,1,"['normal distributions', 'statistics', 'continuous distributions', 'normal', 'exponential', 'continuous', 'distributions']", Random Variables,seg_5,"as the difference fx (xu) − fx (xl). important continuous distributions include the exponential (see ex. 5 below) and the normal distributions (covered in sect. 1.3). in sect. 1.4, we will discuss several more distributions that frequently arise in statistics, like the t-, the χ2- and the f-distributions, and also demonstrate various relations between them."
141,1,"['density function', 'exponential distribution', 'continuous', 'continuous random variable', 'distribution', 'random variable', 'variable', 'exponential', 'random', 'function', 'event']", Random Variables,seg_5,"example 5 as a first example for a continuous random variable, let us consider the exponential distribution. this distribution often describes the waiting time w for an event such as a radioactive decay and has density function"
142,0,[], Random Variables,seg_5,"fw (w; λ) = λ exp(−λw),"
143,1,"['rate', 'cumulative distribution function', 'distribution function', 'distribution', 'parameter', 'event', 'function', 'average']", Random Variables,seg_5,where the rate λ > 0 is the distribution’s only parameter and 1/λ describes the average waiting time for the next event. the cumulative distribution function is easily calculated as
144,0,[], Random Variables,seg_5,fw (w; λ) = 1 − exp(−λw).
