,Relevance,Tags,Heading,Seg,Sentence
16,0,[], Basic Properties of Measures,seg_3,"is the minimal σ-field generated by c (that is, containing c). (c) a collection a of subsets of ω is a σ-field if and only if it is both a field and a monotone class."
17,1,['set'], Basic Properties of Measures,seg_3,"exercise 1.1 (generators) let c1 and c2 denote two collections of subsets of the set ω. if c2 ⊂ σ[c1] and c1 ⊂ σ[c2], then σ[c1] = σ[c2]. prove this important fact."
18,1,"['events', 'set', 'function']", Basic Properties of Measures,seg_3,"definition 1.2 (measures and events) consider a measurable space (ω,a) and a set function μ : a → [0, ∞] (that is, μ(a) ≥ 0 for each a ∈ a) having μ(∅) = 0. (a) now a is a σ-field and if μ is countably additive (abbreviated c.a.) in that"
19,1,['disjoint'], Basic Properties of Measures,seg_3,"μ(an) for all disjoint sequences an in a,"
20,1,"['sets', 'events']", Basic Properties of Measures,seg_3,1 ωn with ωn ∈ a and μ(ωn) < ∞ for all n. the sets a in the σ-field a are called events.
21,0,[], Basic Properties of Measures,seg_3,"1 an is in a. we will not, however, use the term “measure"
22,1,['sets'], Basic Properties of Measures,seg_3,"space” to describe such a triple. we will consider below measures on fields, on certain π̄- systems, and on some other collections of sets. a useful property of a collection of sets is that along with any sets a1, . . . , ak it also includes all sets of the type bk ≡ akack−1 · · · ac2ac1;"
23,0,[], Basic Properties of Measures,seg_3,"1bk is easier to work with.] (b) of less interest, call μ a finitely additive measure (abbreviated f.a.) on (ω,a) if"
24,1,['disjoint'], Basic Properties of Measures,seg_3,for all disjoint sequences ak in a for which ∑n
25,1,"['function', 'set']", Basic Properties of Measures,seg_3,"definition 1.3 (outer measures) consider a set function μ∗ : 2ω → [0, ∞]. (a) suppose that μ∗ also satisfies the following three properties. null: μ∗(∅) = 0. monotone: μ∗(a) ≤ μ∗(b) for all a ⊂ b. countable subadditivity: μ∗(⋃∞"
26,1,"['sets', 'test']", Basic Properties of Measures,seg_3,"sets t used in this capacity are called test sets. (c) we let a∗ denote the class of all μ∗-measurable sets, that is,"
27,1,['inequality'], Basic Properties of Measures,seg_3,"[note that a ∈ a∗ if and only if μ∗(t ) ≥ μ∗(ta) + μ∗(tac) for all t ⊂ ω, since the other inequality is trivial by the subadditivity of μ∗.]"
28,1,"['disjoint', 'intersection', 'intervals', 'cases', 'sets', 'set', 'union', 'limit']", Basic Properties of Measures,seg_3,"motivation 1.2 (measure) in this paragraph we will consider only one possible measure μ, namely the lebesgue-measure generalization of length. let ci denote the set of all intervals of the types (a, b], (−∞, b], and (a, +∞) on the real line r, and for each of these intervals i we assign a measure value μ(i) equal to its length, thus b − a,∞,∞ in the three special cases. all is well until we manipulate the sets in ci , as even the union of two elements in ci need not be in ci . thus, ci is not a very rich collection of sets. a natural extension is to let cf denote the collection of all finite disjoint unions of sets in ci , where the measure μ(a) we assign to each such set a is just the sum of the measures (lengths) of all its disjoint pieces. now cf is a field, and is thus closed under the elementary operations of union, intersection, and complementation. much can be done using only cf and letting “measure” be the “exact length.” but cf is not closed under passage to the limit, and it is thus insufficient for many of our needs. for this reason the concept of the smallest σ-field containing cf , labeled b ≡ σ[cf ], is introduced. we call b the borel sets. but let us work backwards. let us assign an outer measure value μ∗(a) to every subset a in the class 2r of all subsets of the real line r. in particular, to any subset a we assign the value μ∗(a) that is the infimum of all possible"
29,1,['set'], Basic Properties of Measures,seg_3,"natural upper bound to the measure (or generalized length) of the set a, and we will specify the infimum of such upper bounds to be the outer measure of a. thus to each subset a of the real line we assign a value μ∗(a) of generalized length. this value seems “reasonable,” but does it “perform correctly”? let us say that a particular set a is μ∗-measurable (that is, it “performs correctly”) if μ∗(t ) = μ∗(ta) + μ∗(tac) for all subsets t of the real line r—that is, if the a versus ac division of the line divides every subset t of the line into two"
30,1,"['combination', 'condition', 'sets']", Basic Properties of Measures,seg_3,"pieces in a fashion that is μ∗-additive. this is undoubtedly a combination of reasonableness and fine technicality that took some time to evolve in the mind of its creator, carathéodory, while he searched for a condition that “worked.” in what sense does it “work”? the collection a∗ of all μ∗-measurable sets turns out to be a σ-field. thus the collection a∗ is closed under all operations that we are likely to perform; and it is big enough, in that it is a σ-field that contains cf . thus we will work with the restriction μ∗|a∗ of μ∗ to the sets of a∗ (here, the vertical line means “restricted to”). this is enough to meet our needs (and it turns out to be exactly the maximal possible stopping point)."
31,1,"['interval', 'case', 'sets', 'associated', 'function']", Basic Properties of Measures,seg_3,"there are many measures other than length. for an ↗ and right-continuous function f on the real line (called a generalized df) we define the stieltjes measure of an arbitrary interval (a, b] (with −∞ ≤ a < b ≤ ∞) in ci by μf ((a, b]) = f (b) − f (a), and we extend it to sets in cf by adding up the measure of the pieces. reapplying the previous paragraph, we can extend μf to the μ∗f -measurable sets. it is the important carathéodory extension theorem that will establish that all stieltjes measures (including the case of ordinary length, where f (x) = x, as considered in the first paragraph) can be extended from cf to the borel sets b. that is, all borel sets are μ∗-measurable for every stieltjes measure. one further extension is possible, in that every measure can be completed” (see the end of section 1.2). we note here only that when the stieltjes measure μf associated with the generalized df f is “completed,” its domain of definition is extended from the borel sets b (which all stieltjes measures have in common) to a larger collection b̂μ that depends on the particular f. it is left to section"
32,1,['cases'], Basic Properties of Measures,seg_3,"f 1.2 to simply state that this is as far as we can go. that is, except in rather trivial special cases (especially, mass at only countably many points), we find that b̂μ is a proper subset"
33,0,[], Basic Properties of Measures,seg_3,"f of 2r. (otherwise, it is typically impossible to try to define the measure of all subsets of ω in a suitable fashion.)"
34,0,[], Basic Properties of Measures,seg_3,"example 1.1 (some examples of measures, informally)"
35,0,[], Basic Properties of Measures,seg_3,(a) lebesgue measure:
36,0,[], Basic Properties of Measures,seg_3,(b) counting measure:
37,1,['cardinality'], Basic Properties of Measures,seg_3,let #(a) denote the number of “points” in a (or the cardinality of a).
38,0,[], Basic Properties of Measures,seg_3,(∗) rigorous proof that these are measures will follow from theorem 1.3.1 below.
39,1,['sets'], Basic Properties of Measures,seg_3,example 1.2 (borel sets)
40,1,"['disjoint', 'intervals', 'sets']", Basic Properties of Measures,seg_3,"(a) let ω = r and let c consist of all finite disjoint unions of intervals of the types (a, b], (−∞, b], and (a, +∞). clearly, c is a field. then b ≡ σ[c] will be called the borel sets (or the borel subsets of r). let μ(a) be defined to be the sum of the lengths of the intervals composing a, for each a ∈ c. then μ is a (c.a.) measure on the field c, as will be seen in the proof of theorem 1.3.1 below."
41,1,['sets'], Basic Properties of Measures,seg_3,"(b) if (ω, d) is a metric space and u ≡ {all d-open subsets of ω}, then b ≡ σ[u ] will be called the borel sets or the borel σ-field."
42,1,['absolute value'], Basic Properties of Measures,seg_3,"(c) if (ω, d) is (r, | · |) for absolute value | · |, then σ[c] = σ[u ] even though c = u . (this claim is true, since c ⊂ σ[u ] and u ⊂ σ[c] are clear. then, use exercise 1.1.)"
43,1,['interval'], Basic Properties of Measures,seg_3,"(e) for any interval i ⊂ [−∞, ∞], let b̄i ≡ {b ∩ i : b ∈ b̄} = b̄ ∩ i."
44,0,['n'], Basic Properties of Measures,seg_3,"(letting ω denote the real line r, letting an = [n, ∞), and letting μ denote either lebesgue measure or counting measure, we see the need for some requirement.) (c) (countable subadditivity) whenever a1, a2, . . . and ∪∞1 an are all in a, then"
45,0,[], Basic Properties of Measures,seg_3,(d) all this also holds true for a measure on a field (via the same proofs).
46,1,"['loss', 'sets']", Basic Properties of Measures,seg_3,"(b) without loss of generality, redefine a1 = a2 = · · · = an0 . let bn ≡ a1\an so that the sets bn are ↗, with b1 = ∅. draw a picture of concentric circles of decreasing radaii to represent the general decreasing sets an. then locate the sets bn in this picture, and note that they are indeed increasing. it is pictorially clear that a1 ∩ (∩∞n=1an)c = ∪∞n=1bn. thus,"
47,0,[], Basic Properties of Measures,seg_3,"on the other hand,"
48,1,"['sets', 'disjoint']", Basic Properties of Measures,seg_3,"(c) let b1 ≡ a1, b2 ≡ a2ac1, . . . , bk ≡ akack−1 · · · ac1. then these newly defined sets bk are disjoint, and ∪nk=1ak = ∑k"
49,0,['n'], Basic Properties of Measures,seg_3,n =1bk. hence [a technique worth remembering]
50,1,[], Basic Properties of Measures,seg_3,1 μ(ak) by monotonicity.
51,1,['sets'], Basic Properties of Measures,seg_3,definition 1.4 (liminf and limsup of sets) let
52,1,['cases'], Basic Properties of Measures,seg_3,where we use a.b.f. to abbreviate in all but finitely many cases. let
53,0,[], Basic Properties of Measures,seg_3,where we use i.o. to abbreviate infinitely often.
54,0,[], Basic Properties of Measures,seg_3,(it is important to learn to read these two mathematical equations in a way that makes it clear that the verbal description is correct.) it is verbally trivial that we always have lim an ⊂ lim an. define
55,0,[], Basic Properties of Measures,seg_3,"we also let lim inf an ≡ lim an and lim supan ≡ lim an, giving us alternative notations."
56,0,[], Basic Properties of Measures,seg_3,"proposition 1.3 clearly, lim an equals ∪∞1 an when an is an ↗ sequence, and lim an equals ∩∞1 an when an is a ↘ sequence."
57,1,['condition'], Basic Properties of Measures,seg_3,"exercise 1.2 (a) now μ(lim infan) ≤ lim infμ(an) is always true. (b) also, lim supμ(an) ≤ μ(lim supan) holds if μ(ω) < ∞. (why the condition?)"
58,0,[], Basic Properties of Measures,seg_3,definition 1.5 (lim inf and lim sup of numbers) recall that for real number sequences an one defines lim an ≡ lim inf an and lim an ≡ lim sup an by
59,1,['limit'], Basic Properties of Measures,seg_3,"and these yield the smallest limit point and the largest limit point, respectively, of the sequence an."
60,1,"['functions', 'continuous', 'case', 'set', 'function']", Basic Properties of Measures,seg_3,"definition 1.6 (continuity of set functions) a set function μ defined on some class of subsets a of a non-void set ω is continuous from below (or, from above) if μ(lim an) = limμ(an) for all sequences an in ω that are ↗ to a set in a (or, for all sequences an in ω that are ↘ to a set in a, with at least one μ(an) finite). call μ continuous in case it is continuous both from below and from above. if limμ(an) = μ(a) whenever an ↘ a, then μ is said to be continuous from above at this particular a in a, etc."
61,0,[], Basic Properties of Measures,seg_3,the next result is often used in conjunction with the carathéodory extension theorem of the next section. view it as a converse to the proposition 1.2.
62,1,['continuous'], Basic Properties of Measures,seg_3,"proposition 1.4 (continuity of measures) if a finitely additive measure μ on either a field or σ-field is either continuous from below or has μ(ω) < ∞ and is continuous from above at ∅, then it is a countably additive measure."
63,1,['continuous'], Basic Properties of Measures,seg_3,proof. suppose first that μ is continuous from below. then
64,0,[], Basic Properties of Measures,seg_3,1ak) by continuity from below
65,0,[], Basic Properties of Measures,seg_3,giving the required countable additivity. thus μ is c.a. on a.
66,1,['continuous'], Basic Properties of Measures,seg_3,suppose next that μ is finite and is also continuous from above at ∅. then f.a. (even if a is only a field) gives
67,1,['inequality'], Basic Properties of Measures,seg_3,"this last notation allows us to string inequalities together linearly, instead of having to start a new inequality on a new line. (i use it often.)"
68,1,['intersection'], Basic Properties of Measures,seg_3,"exercise 1.3 (π-systems and λ-systems) consider a measurable space (ω, a). a class d of subsets is called a λ-system if it contains the space ω and all proper differences (a\b, when b ⊂ a with both a, b ∈ d) and if it is closed under monotone increasing limits. (recall that a class is called a π-system if it is closed under finite intersections, while π̄-systems are also required to contain ω.) (a) the minimal λ-system generated by a class c is denoted by λ[c]. show that λ[c] is equal to the intersection of all λ-systems containing c. (b) a collection a of subsets of ω is a σ-field if and only if it is both a π-system and a λ-system. (c) let c be a π-system and let d be a λ-system. then c ⊂ d implies that σ[c] ⊂ d. note (or, show) that this follows from (19) below."
69,0,[], Basic Properties of Measures,seg_3,"proof. (the author never includes this proof or the next one in lectures.) we first show that on any measurable space (ω, a) we have"
70,0,[], Basic Properties of Measures,seg_3,"to go the rest of the way, we define"
71,1,[], Basic Properties of Measures,seg_3,"that is, d is closed under intersections; and thus d is a π-system. thus (19) holds."
72,1,"['conditional probability', 'conditional', 'distribution', 'sets', 'probability distribution', 'independence', 'probability', 'conditional probability distribution']", Basic Properties of Measures,seg_3,the previous result is very useful in extending the verification of independence from small classes of sets to larger ones. the next proposition is used for both fubini’s theorem and the existence of a regular conditional probability distribution. it could also have been used below to give an alternate proof of uniqueness in the carathéodory extension theorem.
73,0,[], Basic Properties of Measures,seg_3,proposition 1.6 ∗(minimal monotone class; halmos)∗ the minimal monotone class m ≡ m[c] containing the field c and the minimal σ-field σ[c] generated by the same field c satisfy
74,0,[], Basic Properties of Measures,seg_3,"to show that m is a field, it suffices to show that"
75,1,[], Basic Properties of Measures,seg_3,"suppose that (a) has been established. we will now show that (a) implies that m is a field. complements: let a ∈ m, and note that ω ∈ m, since c ⊂ m. then a,ω ∈ m implies that ac = acω ∈ m by (a). unions: let a,b ∈ m. then a ∪ b = (ac ∩ bc)c ∈ m. thus m is indeed a field, provided that (a) is true. it thus suffices to prove (a)."
76,0,[], Basic Properties of Measures,seg_3,we first show that
77,1,"['set', 'limit']", Basic Properties of Measures,seg_3,"let bn be monotone in ma, with limit set b. since bn is monotone in ma, it is also monotone in m, and thus b ≡ limn bn ∈ m. since bn ∈ ma, we have abn ∈ m, and since abn is monotone in m, we have ab = limn abn ∈ m. in like fashion, acb and abc are in m. therefore, b ∈ ma, by definition of ma. that is, (c) holds."
78,0,[], Basic Properties of Measures,seg_3,we next show that
79,1,['symmetry'], Basic Properties of Measures,seg_3,"let a ∈ c and let c ∈ c. then a ∈ mc , since c is a field. but a ∈ mc if and only if c ∈ ma, by the symmetry of the definition of ma. thus c ⊂ ma. that is, c ⊂ ma ⊂ m, and ma is a monotone class by (c). but m is the minimal monotone class containing c, by the definition of m. thus (d) holds. but in fact, we shall now strengthen (d) to"
80,1,['symmetric'], Basic Properties of Measures,seg_3,"the conditions for membership in m imposed on pairs a,b are symmetric. thus for a ∈ c, the statement established above in (d) that b ∈ m(= ma) is true if and only if a ∈ mb . thus c ⊂ mb , where mb is a monotone class. thus mb = m, since (as was earlier noted) m is the smallest such monotone class. thus (e) (and hence (a)) is established."
81,0,[], Construction and Extension of Measures,seg_5,definition 2.1 (outer extension) let ω be arbitrary. let μ be a c.a. measure on a field c of subsets ω. for each a ∈ 2ω define
82,0,[], Construction and Extension of Measures,seg_5,"(this μ∗ will turn out to be an outer measure on the class 2ω.) now, μ∗ is called the outer extension of μ. the sequences a1, a2, . . . are called carathéodory coverings. (there is always at least one covering of every subset a, since ω ∈ c.)"
83,1,['sets'], Construction and Extension of Measures,seg_5,"theorem 2.1 (carathéodory extension theorem) let μ be a c.a. measure on a field c. then the μ∗ of (1) is a measure on the class a∗ of μ∗-measurable sets (as defined in (1.1.7)), and a∗ is necessarily a σ-field. moreover, σ[c] ⊂ a∗ the c.a. measure μ is extended from c to be a c.a. measure on a∗ simply by defining"
84,0,[], Construction and Extension of Measures,seg_5,"on c, corollary 3 and proposition 2.1 below will then imply that a∗ = âμ and that this is the largest possible σ-field to which μ can be uniquely extended."
85,1,[], Construction and Extension of Measures,seg_5,proof. the proof proceeds by a series of claims.
86,1,[], Construction and Extension of Measures,seg_5,[the choice of a convergent series (like /2n) that adds to is an important technique for the reader to learn.] now ∪nan ⊂ ∪n(∪kank). thus (since μ∗ is monotone)
87,1,['set'], Construction and Extension of Measures,seg_5,since the ank’s form a covering of the set ⋃n ⋃k ank
88,1,"['set', 'test']", Construction and Extension of Measures,seg_5,"and thus μ(c) ≤ μ∗(c). thus μ(c) = μ∗(c). we next show that any c ∈ c is also in a∗. let c ∈ c. let > 0, and let a test set t be given. there exists a covering {an}∞1 ⊂ c of t such that"
89,1,"['symmetric', 'set', 'test', 'inequality']", Construction and Extension of Measures,seg_5,"claim 3: the class a∗ of μ∗-measurable subsets of ω is a field that contains c. now, a ∈ a∗ implies that ac ∈ a∗: the definition of μ∗-measurable is symmetric in a and ac. and a,b ∈ a∗ implies that ab ∈ a∗: for any test set t ⊂ ω we have the required inequality"
90,1,"['set', 'test']", Construction and Extension of Measures,seg_5,since b ∈ a∗ with test set ta and with test set tac
91,1,['inequality'], Construction and Extension of Measures,seg_5,"since μ∗ is countably subadditive. as the reverse inequality is trivial,"
92,1,['disjoint'], Construction and Extension of Measures,seg_5,"claim 4: μ∗ is a f.a. measure on a∗. let a,b ∈ a∗ be disjoint. finite additivity follows from"
93,1,"['set', 'test']", Construction and Extension of Measures,seg_5,since a ∈ a∗ with test set a + b
94,1,['sets'], Construction and Extension of Measures,seg_5,"trivially, μ∗(a) ≥ 0 for all sets a. and μ∗(∅) = 0 was shown in the first claim."
95,1,['inequality'], Construction and Extension of Measures,seg_5,"1 an in (f) to get μ∗(a) ≥ ∑∞ 1 μ∗(an), and then countable subadditivity gives the reverse inequality."
96,0,[], Construction and Extension of Measures,seg_5,"claim 7: when μ is a finite measure, its extension μ∗ to a∗ is unique. let ν denote any other extension of μ to a∗. let a in a∗. for any carathéodory covering a1, a2, . . . of a (with the an’s in c), countable subadditivity gives"
97,0,[], Construction and Extension of Measures,seg_5,"(where all four of these terms are finite), we can infer from (i) that"
98,1,['sets'], Construction and Extension of Measures,seg_5,"claim 8: uniqueness of μ∗ on a∗ also holds when μ is a σ-finite measure on c. label the sets of the measurable partition as dn, and let ωn ≡ ∑n"
99,0,[], Construction and Extension of Measures,seg_5,"completing the proof. in fact, the following corollary was established."
100,1,['sets'], Construction and Extension of Measures,seg_5,"corollary 1 the μ∗-measurable sets a∗ of (1.1.7) were shown to contain σ[c]. thus we can now view the c.a. measure μ on the field c has having been extended uniquely to the (useful and intelligible) σ-field σ[c], or as having been extended to the (less intelligible, but at least as large) σ-field a∗. (we seek clarity.)"
101,1,[], Construction and Extension of Measures,seg_5,"questions when we extended our measure μ from the field c to the σ-field a∗, did we actually go beyond σ[c]? can we go further? corollary 2 and corollary 3 will show that we can always “complete” μ on σ[c], and in so doing extend it to (an obviously useful) σ-field named âμ, that is still contained in a∗. proposition 2.1 will show that there are definite limitations to extension (the most famous example being the “lebesgue sets” of proposition 2.3). in doing so, proposition 2.1 will imply that a∗ = âμ, which now gives us a very useful interpretation of a∗."
102,1,"['sets', 'set', 'null set']", Construction and Extension of Measures,seg_5,"definition 2.2 (complete measures) let (ω, a, μ) denote a measure space. if μ(a) = 0, then a is called a null set. we call (ω, a, μ) complete if whenever we have a ⊂ (some b) ∈ a with μ(b) = 0, we necessarily also have a ∈ a. (that is, all subsets of sets of measure 0 are required to be measurable.)"
103,1,['sets'], Construction and Extension of Measures,seg_5,"definition 2.3 (lebesgue sets) the completion of lebesgue measure on (r, b, λ) is still called lebesgue measure, and it is still denoted by λ. the resulting completed σ-field b̂λ of the borel sets b is called the lebesgue sets."
104,0,[], Construction and Extension of Measures,seg_5,"corollary 2 when we complete a measure μ on a σ-field a, this completed measure μ̂ is the unique extension of μ to âμ. (it is typical to denote such extensions by μ also (rather than by μ̂), and to always make such extensions automatically.)"
105,1,['sets'], Construction and Extension of Measures,seg_5,"corollary 3 (thus when we begin with a σ-finite measure μ on a field c, both the extension to a ≡ σ[c] and the further extension to âμ ≡ σ̂[c]μ are unique.) here, we note that all sets"
106,1,['sets'], Construction and Extension of Measures,seg_5,in âμ = σ̂[c]μ are in the class a∗ of μ∗-measurable sets. (proposition 2.1 below will imply
107,0,[], Construction and Extension of Measures,seg_5,proof. consider corollary 2 first. let ν denote any extension to âμ. we will demonstrate that
108,1,"['sets', 'null sets']", Construction and Extension of Measures,seg_5,"(a) ν(a ∪ n) = μ(a) for all a ∈ a, and all null sets n"
109,1,['sets'], Construction and Extension of Measures,seg_5,"(that is, ν = μ̂). assume not. then there exist sets a ∈ a and n ⊂ (some b) in a with μ(b) = 0 such that ν(a ∪ n) > μ(a) (necessarily, ν(a ∪ n) ≥ ν(a) = μ(a)). for this a and n we have"
110,0,[], Construction and Extension of Measures,seg_5,since ν is a measure on the completion
111,0,[], Construction and Extension of Measures,seg_5,"hence μ(b) > 0, which is a contradiction. thus the extension is unique."
112,0,['n'], Construction and Extension of Measures,seg_5,"we now turn to corollary 3. only the final claim needs demonstrating. suppose a is in σ̂[c]μ. then a = a′ ∪ n for some a′ ∈ a and some n satisfying n ⊂ b with μ(b) = 0. since a∗ is a σ-field, it suffices to show that any such n is in a∗. since μ∗ is subadditive and monotone, we have"
113,0,['n'], Construction and Extension of Measures,seg_5,"because μ∗(tn) = 0 follows from using b, ∅ ∅, . . . to cover tn . thus equality holds in this last equation, showing that n is μ∗-measurable."
114,1,"['sets', 'null sets']", Construction and Extension of Measures,seg_5,(b) prove or disprove each half: âμ = âν iff μ and ν have identical null sets.
115,1,"['disjoint', 'approximation', 'sets', 'disjoint sets']", Construction and Extension of Measures,seg_5,"exercise 2.3 (a) replace the sets an in the field c used in definition (1) by the disjoint sets bn ≡ anacn−1 · · · ac2ac1 (which are also in c), to show that this definition could have insisted on using disjoint sets an. (b) (approximation lemma; halmos) let the σ-finite measure μ on the field c be extended to a = σ[c]; also refer to this extension as μ. show that for each a ∈ a (or âμ) having μ(a) < ∞, and for each > 0,"
116,1,['set'], Construction and Extension of Measures,seg_5,(8) μ(a c) < for some set c ∈ c.
117,1,['set'], Construction and Extension of Measures,seg_5,"(hint. truncate the sum in (1.2.1) to define c.) (c) if μ(a) = ∞, then (8) can fail, even in a simple case—with a bad choice for c. let μ denote counting measure on the integers. now c ≡ {c : c or cc is finite} is a field. determine σ[c]. show that (8) fails for the set a of even integers."
118,1,"['contrast', 'sets', 'set']", Construction and Extension of Measures,seg_5,"definition 2.4 (regular measures on metric spaces) let d denote a metric on ω, let a denote the borel sets, and let μ be a measure on (ω, a). suppose that for each set a in âμ, and for every > 0, one can find an open set o and a closed set c for which both c ⊂ a ⊂ o and μ(o \c ) < . suppose also that if μ(a) < ∞, one then requires that the set c be compact. then μ is called a regular measure. (note exercise 1.3.1 below. contrast its content with (8).)"
119,1,['sets'], Construction and Extension of Measures,seg_5,"exercise 2.4 (nonmeasurable sets) let ω consist of the sixteen values 1, . . . , 16. (think of them arranged in four rows of four values.) let"
120,1,['sets'], Construction and Extension of Measures,seg_5,"let c denote the field generated by {c1, c2, c3, c4}, and let a = σ[c]. (a) show that a ≡ σ[c] = 2ω. (note that 2ω contains 216 = 65,536 sets.)"
121,1,['sets'], Construction and Extension of Measures,seg_5,"2 , 1 ≤ i ≤ 4, with μ(c1c3) = 1 4 . show âμ = a, with 24 = 16 sets."
122,1,['sets'], Construction and Extension of Measures,seg_5,"1 , i = 2, 3, 4, with μ(c2c4) = 0. show that âμ has 210 = 1024 sets. (d) illustrate proposition 2.1 below in the context of this exercise."
123,1,['sets'], Construction and Extension of Measures,seg_5,"proposition 2.1 (not all sets need be measurable) let μ be a measure on a ≡ σ[c], with c a field. if b ∈/ âμ, then there are infinitely many measures on σ[âμ ∪ {b}] that agree with"
124,1,"['process', 'observation']", Construction and Extension of Measures,seg_5,"μ on c. (thus the σ-field âμ is as far as we can go with the unique extension process. we merely state this observation for reference, without proof. note exercise 2.4d.)"
125,1,['sets'], Construction and Extension of Measures,seg_5,proposition 2.2 (not all subsets are lebesgue sets) there is a subset d of r that is not in the lebesgue sets b̂λ. (this will require the axiom of choice.)
