,Relevance,Tags,Heading,Seg,Sentence
10,1,"['statistical inference', 'descriptive statistics', 'results', 'statistics', 'data', 'probability theory', 'probability', 'statistical']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"in this book, chapters 2 to 6 deal with fundamental notions of probability. a thorough grounding in these concepts allows the reader to have a better understanding of statistical inference. without some formalism of probability theory, the student cannot appreciate the true interpretation from data analysis through modern statistical methods. it is quite natural to study probability prior to studying statistical inference. elements of probability allow us to quantify the strength or “confidence” in our conclusions. in this sense, concepts in probability form a major component that supplements statistical methods and helps us gauge the strength of the statistical inference. the discipline of probability, then, provides the transition between descriptive statistics and inferential methods. elements of probability allow the conclusion to be put into the language that the science or engineering practitioners require. an example follows that will enable the reader to understand the notion of a p -value, which often provides the “bottom line” in the interpretation of results from the use of statistical methods."
11,1,"['sample', 'rate', 'random', 'condition', 'case', 'data', 'information', 'population', 'probability', 'random sample', 'process']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"example 1.1: suppose that an engineer encounters data from a manufacturing process in which 100 items are sampled and 10 are found to be defective. it is expected and anticipated that occasionally there will be defective items. obviously these 100 items represent the sample. however, it has been determined that in the long run, the company can only tolerate 5% defective in the process. now, the elements of probability allow the engineer to determine how conclusive the sample information is regarding the nature of the process. in this case, the population conceptually represents all possible items from the process. suppose we learn that if the process is acceptable, that is, if it does produce items no more than 5% of which are defective, there is a probability of 0.0282 of obtaining 10 or more defective items in a random sample of 100 items from the process. this small probability suggests that the process does, indeed, have a long-run rate of defective items that exceeds 5%. in other words, under the condition of an acceptable process, the sample information obtained would rarely occur. however, it did occur! clearly, though, it would occur with a much higher probability if the process defective rate exceeded 5% by a significant amount."
12,1,"['sample', 'information', 'statistical', 'probability', 'process']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"from this example it becomes clear that the elements of probability aid in the translation of sample information into something conclusive or inconclusive about the scientific system. in fact, what was learned likely is alarming information to the engineer or manager. statistical methods, which we will actually detail in chapter 10, produced a p -value of 0.0282. the result suggests that the process very likely is not acceptable. the concept of a p-value is dealt with at length in succeeding chapters. the example that follows provides a second illustration."
13,1,"['deductive reasoning', 'statistical inference', 'data', 'samples', 'probability', 'associated', 'statistical']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"example 1.2: often the nature of the scientific study will dictate the role that probability and deductive reasoning play in statistical inference. exercise 9.40 on page 294 provides data associated with a study conducted at the virginia polytechnic institute and state university on the development of a relationship between the roots of trees and the action of a fungus. minerals are transferred from the fungus to the trees and sugars from the trees to the fungus. two samples of 10 northern red oak seedlings were planted in a greenhouse, one containing seedlings treated with nitrogen and"
14,1,"['data', 'table']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,the other containing seedlings with no nitrogen. all other environmental conditions were held constant. all seedlings contained the fungus pisolithus tinctorus. more details are supplied in chapter 9. the stem weights in grams were recorded after the end of 140 days. the data are given in table 1.1.
15,1,"['set', 'data set', 'data']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,table 1.1: data set for example 1.2
16,1,"['plot', 'data', 'dot plot']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,figure 1.1: a dot plot of stem weight data.
17,1,"['plot', 'experiment', 'data', 'samples', 'populations', 'dot plot']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"in this example there are two samples from two separate populations. the purpose of the experiment is to determine if the use of nitrogen has an influence on the growth of the roots. the study is a comparative study (i.e., we seek to compare the two populations with regard to a certain important characteristic). it is instructive to plot the data as shown in the dot plot of figure 1.1. the ◦ values represent the “nitrogen” data and the × values represent the “no-nitrogen” data."
18,1,"['statistical inference', 'observations', 'data', 'samples', 'set', 'statistical', 'data set', 'probability', 'population', 'average']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"notice that the general appearance of the data might suggest to the reader that, on average, the use of nitrogen increases the stem weight. four nitrogen observations are considerably larger than any of the no-nitrogen observations. most of the no-nitrogen observations appear to be below the center of the data. the appearance of the data set would seem to indicate that nitrogen is effective. but how can this be quantified? how can all of the apparent visual evidence be summarized in some sense? as in the preceding example, the fundamentals of probability can be used. the conclusions may be summarized in a probability statement or p-value. we will not show here the statistical inference that produces the summary probability. as in example 1.1, these methods will be discussed in chapter 10. the issue revolves around the “probability that data like these could be observed” given that nitrogen has no effect, in other words, given that both samples were generated from the same population. suppose that this probability is small, say 0.03. that would certainly be strong evidence that the use of nitrogen does indeed influence (apparently increases) average stem weight of the red oak seedlings."
19,1,"['sample', 'statistical inference', 'results', 'statistics', 'data', 'information', 'statistical', 'probability', 'population', 'inferential statistics', 'average']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"it is important for the reader to understand the clear distinction between the discipline of probability, a science in its own right, and the discipline of inferential statistics. as we have already indicated, the use or application of concepts in probability allows real-life interpretation of the results of statistical inference. as a result, it can be said that statistical inference makes use of concepts in probability. one can glean from the two examples above that the sample information is made available to the analyst and, with the aid of statistical methods and elements of probability, conclusions are drawn about some feature of the population (the process does not appear to be acceptable in example 1.1, and nitrogen does appear to influence average stem weights in example 1.2). thus for a statistical problem, the sample along with inferential statistics allows us to draw conclusions about the population, with inferential statistics making clear use of elements of probability. this reasoning is inductive in nature. now as we move into chapter 2 and beyond, the reader will note that, unlike what we do in our two examples here, we will not focus on solving statistical problems. many examples will be given in which no sample is involved. there will be a population clearly described with all features of the population known. then questions of importance will focus on the nature of data that might hypothetically be drawn from the population. thus, one can say that elements in probability allow us to draw conclusions about characteristics of hypothetical data taken from the population, based on known features of the population. this type of reasoning is deductive in nature. figure 1.2 shows the fundamental relationship between probability and inferential statistics."
20,1,['sample'], Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,population sample
21,1,"['inferential statistics', 'statistics', 'probability']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,figure 1.2: fundamental relationship between probability and inferential statistics.
22,1,"['sample', 'process', 'uncertainty', 'statistics', 'probability', 'population', 'level', 'average']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"now, in the grand scheme of things, which is more important, the field of probability or the field of statistics? they are both very important and clearly are complementary. the only certainty concerning the pedagogy of the two disciplines lies in the fact that if statistics is to be taught at more than merely a “cookbook” level, then the discipline of probability must be taught first. this rule stems from the fact that nothing can be learned about a population from a sample until the analyst learns the rudiments of uncertainty in that sample. for example, consider example 1.1. the question centers around whether or not the population, defined by the process, is no more than 5% defective. in other words, the conjecture is that on the average 5 out of 100 items are defective. now, the sample contains 100 items and 10 are defective. does this support the conjecture or refute it? on the"
23,1,"['sample', 'probability', 'process']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"surface it would appear to be a refutation of the conjecture because 10 out of 100 seem to be “a bit much.” but without elements of probability, how do we know? only through the study of material in future chapters will we learn the conditions under which the process is acceptable (5% defective). the probability of obtaining 10 or more defective items in a sample of 100 is 0.0282."
24,1,"['statistical inference', 'data', 'sampling', 'distribution', 'probability', 'sampling distributions', 'statistical', 'distributions']", Overview Statistical Inference Samples Populations and the Role of Probability,seg_3,"we have given two examples where the elements of probability provide a summary that the scientist or engineer can use as evidence on which to build a decision. the bridge between the data and the conclusion is, of course, based on foundations of statistical inference, distribution theory, and sampling distributions discussed in future chapters."
25,1,"['variability', 'sampling', 'population', 'populations', 'process']", Sampling Procedures Collection of Data,seg_5,"in section 1.1 we discussed very briefly the notion of sampling and the sampling process. while sampling appears to be a simple concept, the complexity of the questions that must be answered about the population or populations necessitates that the sampling process be very complex at times. while the notion of sampling is discussed in a technical way in chapter 8, we shall endeavor here to give some common-sense notions of sampling. this is a natural transition to a discussion of the concept of variability."
26,1,"['states', 'case', 'random', 'sample', 'biased', 'populations', 'population', 'confidence', 'random numbers', 'random sampling', 'sample size', 'simple random sampling', 'table', 'sampling']", Sampling Procedures Collection of Data,seg_5,"the importance of proper sampling revolves around the degree of confidence with which the analyst is able to answer the questions being asked. let us assume that only a single population exists in the problem. recall that in example 1.2 two populations were involved. simple random sampling implies that any particular sample of a specified sample size has the same chance of being selected as any other sample of the same size. the term sample size simply means the number of elements in the sample. obviously, a table of random numbers can be utilized in sample selection in many instances. the virtue of simple random sampling is that it aids in the elimination of the problem of having the sample reflect a different (possibly more confined) population than the one about which inferences need to be made. for example, a sample is to be chosen to answer certain questions regarding political preferences in a certain state in the united states. the sample involves the choice of, say, 1000 families, and a survey is to be conducted. now, suppose it turns out that random sampling is not used. rather, all or nearly all of the 1000 families chosen live in an urban setting. it is believed that political preferences in rural areas differ from those in urban areas. in other words, the sample drawn actually confined the population and thus the inferences need to be confined to the “limited population,” and in this case confining may be undesirable. if, indeed, the inferences need to be made about the state as a whole, the sample of size 1000 described here is often referred to as a biased sample."
27,1,"['simple random sampling', 'sampling units', 'homogeneous', 'sampling', 'strata', 'random', 'random sampling']", Sampling Procedures Collection of Data,seg_5,"as we hinted earlier, simple random sampling is not always appropriate. which alternative approach is used depends on the complexity of the problem. often, for example, the sampling units are not homogeneous and naturally divide themselves into nonoverlapping groups that are homogeneous. these groups are called strata,"
28,1,"['sample', 'random samples', 'sampling', 'samples', 'strata', 'random', 'random sampling']", Sampling Procedures Collection of Data,seg_5,"and a procedure called stratified random sampling involves random selection of a sample within each stratum. the purpose is to be sure that each of the strata is neither overnor underrepresented. for example, suppose a sample survey is conducted in order to gather preliminary opinions regarding a bond referendum that is being considered in a certain city. the city is subdivided into several ethnic groups which represent natural strata. in order not to disregard or overrepresent any group, separate random samples of families could be chosen from each group."
29,1,"['factor', 'design', 'statistics', 'case', 'set', 'random', 'experiment', 'data', 'populations', 'statistical', 'random sampling', 'experimental', 'condition', 'experimental unit', 'experimental units', 'variability', 'treatment', 'sampling', 'combinations']", Sampling Procedures Collection of Data,seg_5,"the concept of randomness or random assignment plays a huge role in the area of experimental design, which was introduced very briefly in section 1.1 and is an important staple in almost any area of engineering or experimental science. this will be discussed at length in chapters 13 through 15. however, it is instructive to give a brief presentation here in the context of random sampling. a set of so-called treatments or treatment combinations becomes the populations to be studied or compared in some sense. an example is the nitrogen versus no-nitrogen treatments in example 1.2. another simple example would be “placebo” versus “active drug,” or in a corrosion fatigue study we might have treatment combinations that involve specimens that are coated or uncoated as well as conditions of low or high humidity to which the specimens are exposed. in fact, there are four treatment or factor combinations (i.e., 4 populations), and many scientific questions may be asked and answered through statistical and inferential methods. consider first the situation in example 1.2. there are 20 diseased seedlings involved in the experiment. it is easy to see from the data themselves that the seedlings are different from each other. within the nitrogen group (or the no-nitrogen group) there is considerable variability in the stem weights. this variability is due to what is generally called the experimental unit. this is a very important concept in inferential statistics, in fact one whose description will not end in this chapter. the nature of the variability is very important. if it is too large, stemming from a condition of excessive nonhomogeneity in experimental units, the variability will “wash out” any detectable difference between the two populations. recall that in this case that did not occur."
30,1,"['plot', 'experimental', 'standard', 'condition', 'variability', 'design', 'treatment', 'results', 'data', 'experimental units', 'process', 'dot plot']", Sampling Procedures Collection of Data,seg_5,"the dot plot in figure 1.1 and p-value indicated a clear distinction between these two conditions. what role do those experimental units play in the datataking process itself? the common-sense and, indeed, quite standard approach is to assign the 20 seedlings or experimental units randomly to the two treatments or conditions. in the drug study, we may decide to use a total of 200 available patients, patients that clearly will be different in some sense. they are the experimental units. however, they all may have the same chronic condition for which the drug is a potential treatment. then in a so-called completely randomized design, 100 patients are assigned randomly to the placebo and 100 to the active drug. again, it is these experimental units within a group or treatment that produce the variability in data results (i.e., variability in the measured result), say blood pressure, or whatever drug efficacy value is important. in the corrosion fatigue study, the experimental units are the specimens that are the subjects of the corrosion."
31,1,"['treatment group', 'case', 'sample', 'results', 'samples', 'statistical', 'experimental', 'statistical inference', 'experimental units', 'variability', 'treatment', 'biases', 'combinations']", Sampling Procedures Collection of Data,seg_5,"what is the possible negative impact of not randomly assigning experimental units to the treatments or treatment combinations? this is seen most clearly in the case of the drug study. among the characteristics of the patients that produce variability in the results are age, gender, and weight. suppose merely by chance the placebo group contains a sample of people that are predominately heavier than those in the treatment group. perhaps heavier individuals have a tendency to have a higher blood pressure. this clearly biases the result, and indeed, any result obtained through the application of statistical inference may have little to do with the drug and more to do with differences in weights among the two samples of patients."
32,1,"['design', 'statistics', 'location', 'set', 'sample', 'graphical', 'data', 'information', 'samples', 'statistical', 'experimental', 'descriptive statistics', 'data set', 'experimental units', 'variability']", Sampling Procedures Collection of Data,seg_5,"we should emphasize the attachment of importance to the term variability. excessive variability among experimental units “camouflages” scientific findings. in future sections, we attempt to characterize and quantify measures of variability. in sections that follow, we introduce and discuss specific quantities that can be computed in samples; the quantities give a sense of the nature of the sample with respect to center of location of the data and variability in the data. a discussion of several of these single-number measures serves to provide a preview of what statistical information will be important components of the statistical methods that are used in future chapters. these measures that help characterize the nature of the data set fall into the category of descriptive statistics. this material is a prelude to a brief presentation of pictorial and graphical methods that go even further in characterization of the data set. the reader should understand that the statistical methods illustrated here will be used throughout the text. in order to offer the reader a clearer picture of what is involved in experimental design studies, we offer example 1.3."
33,1,"['levels', 'measurement', 'failure']", Sampling Procedures Collection of Data,seg_5,"example 1.3: a corrosion study was made in order to determine whether coating an aluminum metal with a corrosion retardation substance reduced the amount of corrosion. the coating is a protectant that is advertised to minimize fatigue damage in this type of material. also of interest is the influence of humidity on the amount of corrosion. a corrosion measurement can be expressed in thousands of cycles to failure. two levels of coating, no coating and chemical corrosion coating, were used. in addition, the two relative humidity levels are 20% relative humidity and 80% relative humidity."
34,1,"['experimental', 'combinations', 'experiment', 'table', 'treatment', 'data', 'experimental units']", Sampling Procedures Collection of Data,seg_5,"the experiment involves four treatment combinations that are listed in the table that follows. there are eight experimental units used, and they are aluminum specimens prepared; two are assigned randomly to each of the four treatment combinations. the data are presented in table 1.2."
35,1,"['plot', 'failure', 'data']", Sampling Procedures Collection of Data,seg_5,"the corrosion data are averages of two specimens. a plot of the averages is pictured in figure 1.3. a relatively large value of cycles to failure represents a small amount of corrosion. as one might expect, an increase in humidity appears to make the corrosion worse. the use of the chemical corrosion coating procedure appears to reduce corrosion."
36,1,"['experimental', 'design', 'treatment', 'combinations']", Sampling Procedures Collection of Data,seg_5,"in this experimental design illustration, the engineer has systematically selected the four treatment combinations. in order to connect this situation to concepts with which the reader has been exposed to this point, it should be assumed that the"
37,1,['data'], Sampling Procedures Collection of Data,seg_5,table 1.2: data for example 1.3
38,1,['failure'], Sampling Procedures Collection of Data,seg_5,average corrosion in coating humidity thousands of cycles to failure
39,0,[], Sampling Procedures Collection of Data,seg_5,20% 1750 chemical corrosion 80% 1550
40,1,['results'], Sampling Procedures Collection of Data,seg_5,figure 1.3: corrosion results for example 1.3.
41,1,"['combinations', 'combination', 'variability', 'treatment', 'results', 'information', 'population', 'average']", Sampling Procedures Collection of Data,seg_5,"conditions representing the four treatment combinations are four separate populations and that the two corrosion values observed for each population are important pieces of information. the importance of the average in capturing and summarizing certain features in the population will be highlighted in section 1.3. while we might draw conclusions about the role of humidity and the impact of coating the specimens from the figure, we cannot truly evaluate the results from an analytical point of view without taking into account the variability around the average. again, as we indicated earlier, if the two corrosion values for each treatment combination are close together, the picture in figure 1.3 may be an accurate depiction. but if each corrosion value in the figure is an average of two values that are widely dispersed, then this variability may, indeed, truly “wash away” any information that appears to come through when one observes averages only. the foregoing example illustrates these concepts:"
42,1,"['treatment', 'combinations', 'random']", Sampling Procedures Collection of Data,seg_5,"(1) random assignment of treatment combinations (coating, humidity) to experi-"
43,0,[], Sampling Procedures Collection of Data,seg_5,mental units (specimens)
44,1,"['sample', 'average']", Sampling Procedures Collection of Data,seg_5,(2) the use of sample averages (average corrosion values) in summarizing sample
45,1,['variability'], Sampling Procedures Collection of Data,seg_5,(3) the need for consideration of measures of variability in the analysis of any
46,1,"['sample', 'samples', 'sets']", Sampling Procedures Collection of Data,seg_5,sample or sets of samples
47,1,"['variability', 'descriptive statistics', 'statistics', 'data', 'location', 'set']", Sampling Procedures Collection of Data,seg_5,"this example suggests the need for what follows in sections 1.3 and 1.4, namely, descriptive statistics that indicate measures of center of location in a set of data, and those that measure variability."
48,1,"['sample', 'quantitative', 'sample mean', 'data', 'location', 'mean', 'average', 'numerical']", Measures of Location The Sample Mean and Median,seg_7,"measures of location are designed to provide the analyst with some quantitative values of where the center, or some other location, of data is located. in example 1.2, it appears as if the center of the nitrogen sample clearly exceeds that of the no-nitrogen sample. one obvious and very useful measure is the sample mean. the mean is simply a numerical average."
49,1,"['sample', 'sample mean', 'observations', 'mean']", Measures of Location The Sample Mean and Median,seg_7,"definition 1.1: suppose that the observations in a sample are x1, x2, . . . , xn. the sample mean, denoted by x̄, is"
50,1,"['sample median', 'sample', 'extreme values', 'outliers', 'median']", Measures of Location The Sample Mean and Median,seg_7,there are other measures of central tendency that are discussed in detail in future chapters. one important measure is the sample median. the purpose of the sample median is to reflect the central tendency of the sample in such a way that it is uninfluenced by extreme values or outliers.
51,1,"['sample median', 'sample', 'median', 'observations']", Measures of Location The Sample Mean and Median,seg_7,"definition 1.2: given that the observations in a sample are x1, x2, . . . , xn, arranged in increasing order of magnitude, the sample median is"
52,1,"['sample', 'sample mean', 'median', 'data', 'set', 'data set', 'mean']", Measures of Location The Sample Mean and Median,seg_7,"as an example, suppose the data set is the following: 1.7, 2.2, 3.9, 3.11, and 14.7. the sample mean and median are, respectively,"
53,1,"['median', 'case', 'data', 'samples', 'set', 'data set', 'mean']", Measures of Location The Sample Mean and Median,seg_7,"clearly, the mean is influenced considerably by the presence of the extreme observation, 14.7, whereas the median places emphasis on the true “center” of the data set. in the case of the two-sample data set of example 1.2, the two measures of central tendency for the individual samples are"
54,1,"['sample', 'sample mean', 'median', 'mean']", Measures of Location The Sample Mean and Median,seg_7,clearly there is a difference in concept between the mean and median. it may be of interest to the reader with an engineering background that the sample mean
55,1,"['sample', 'locations', 'data']", Measures of Location The Sample Mean and Median,seg_7,"is the centroid of the data in a sample. in a sense, it is the point at which a fulcrum can be placed to balance a system of “weights” which are the locations of the individual data. this is shown in figure 1.4 with regard to the with-nitrogen sample."
56,1,"['sample', 'mean', 'sample mean']", Measures of Location The Sample Mean and Median,seg_7,figure 1.4: sample mean as a centroid of the with-nitrogen stem weight.
57,1,"['parameters', 'statistical inference', 'estimate', 'estimation', 'population mean', 'mean', 'population', 'statistical']", Measures of Location The Sample Mean and Median,seg_7,"in future chapters, the basis for the computation of x̄ is that of an estimate of the population mean. as we indicated earlier, the purpose of statistical inference is to draw conclusions about population characteristics or parameters and estimation is a very important feature of statistical inference."
58,1,"['sample', 'sample mean', 'median', 'case', 'data', 'mean']", Measures of Location The Sample Mean and Median,seg_7,"the median and mean can be quite different from each other. note, however, that in the case of the stem weight data the sample mean value for no-nitrogen is quite similar to the median value."
59,1,"['trimmed means', 'case', 'location', 'estimators', 'set', 'sample', 'sample mean', 'data', 'mean', 'trimmed mean', 'sample size', 'median', 'percent', 'average']", Measures of Location The Sample Mean and Median,seg_7,"there are several other methods of quantifying the center of location of the data in the sample. we will not deal with them at this point. for the most part, alternatives to the sample mean are designed to produce values that represent compromises between the mean and the median. rarely do we make use of these other measures. however, it is instructive to discuss one class of estimators, namely the class of trimmed means. a trimmed mean is computed by “trimming away” a certain percent of both the largest and the smallest set of values. for example, the 10% trimmed mean is found by eliminating the largest 10% and smallest 10% and computing the average of the remaining values. for example, in the case of the stem weight data, we would eliminate the largest and smallest since the sample size is 10 for each sample. so for the without-nitrogen group the 10% trimmed mean is given by"
60,1,"['mean', 'trimmed mean']", Measures of Location The Sample Mean and Median,seg_7,and for the 10% trimmed mean for the with-nitrogen group we have
61,1,"['sample median', 'sample', 'outliers', 'trimmed means', 'sample mean', 'median', 'observations', 'case', 'data', 'information', 'samples', 'mean', 'trimmed mean']", Measures of Location The Sample Mean and Median,seg_7,"note that in this case, as expected, the trimmed means are close to both the mean and the median for the individual samples. the trimmed mean is, of course, more insensitive to outliers than the sample mean but not as insensitive as the median. on the other hand, the trimmed mean approach makes use of more information than the sample median. note that the sample median is, indeed, a special case of the trimmed mean in which all of the sample data are eliminated apart from the middle one or two observations."
62,1,"['observations', 'location', 'sample variability', 'set', 'function', 'process', 'sample', 'data', 'success', 'statistical', 'data set', 'control', 'method', 'variability']", Measures of Variability,seg_11,"sample variability plays an important role in data analysis. process and product variability is a fact of life in engineering and scientific systems: the control or reduction of process variability is often a source of major difficulty. more and more process engineers and managers are learning that product quality and, as a result, profits derived from manufactured products are very much a function of process variability. as a result, much of chapters 9 through 15 deals with data analysis and modeling procedures in which sample variability plays a major role. even in small data analysis problems, the success of a particular statistical method may depend on the magnitude of the variability among the observations in the sample. measures of location in a sample do not provide a proper summary of the nature of a data set. for instance, in example 1.2 we cannot conclude that the use of nitrogen enhances growth without taking sample variability into account."
